#Speed,Bearing,time
0.0,0.0,1
0.0,0.0,2
0.0,0.0,3
0.0,0.0,4
0.0,0.0,5
0.0,0.0,6
0.0,0.0,7
0.0,0.0,8
0.0,0.0,9
0.0,0.0,10
0.0,0.0,11
0.0,0.0,12
0.0,0.0,13
0.0,0.0,14
0.0,0.0,15
0.0,0.0,16
0.0,0.0,17
0.0,0.0,18
0.0,0.0,19
0.0,0.0,20
0.0,0.0,21
0.0,0.0,22
0.0,0.0,23
0.0,0.0,24
0.0,0.0,25
0.0,0.0,26
0.0,0.0,27
0.0,0.0,28
0.0,0.0,29
0.0,0.0,30
0.0,0.0,31
0.0,0.0,32
0.0,0.0,33
0.0,0.0,34
0.0,0.0,35
0.0,0.0,36
0.0,0.0,37
0.0,0.0,38
0.0,0.0,39
0.0,0.0,40
0.0,0.0,41
0.0,0.0,42
0.0,0.0,43
0.00548272524364,1.57079632055,44
0.0,0.0,45
0.0,0.0,46
0.0,0.0,47
0.0,0.0,48
0.0,0.0,49
0.0,0.0,50
0.0,0.0,51
0.0,0.0,52
0.0,0.0,53
0.0,0.0,54
0.0,0.0,55
0.0,0.0,56
0.0,0.0,57
0.0,0.0,58
0.0,0.0,59
0.0,0.0,60
0.0,0.0,61
0.0,0.0,62
0.0,0.0,63
0.0,0.0,64
0.0,0.0,65
0.0,0.0,66
0.0,0.0,67
0.0,0.0,68
0.0,0.0,69
0.0,0.0,70
0.0,0.0,71
0.0,0.0,72
0.0,0.0,73
6.21999984197e-05,3.14159265359,74
0.0,0.0,75
6.1030075385e-05,3.14159265359,76
0.00315659676802,-2.91621012885,77
0.000235236142412,3.14159265359,78
0.0,0.0,79
0.00303727815595,2.71165208489,80
0.00298668919465,2.84490968997,81
0.0,0.0,82
0.000167303239804,3.14159265359,83
0.000164467591672,3.14159265359,84
0.000161726465144,3.14159265359,85
0.0,0.0,86
0.0027906742389,2.84492642242,87
0.00274334845827,2.7116406398,88
0.0,0.0,89
0.000102682443165,3.14159265359,90
0.00265617694973,-2.39941082601,91
0.0,0.0,92
0.0,0.0,93
0.0,0.0,94
0.0,0.0,95
4.82775222274e-05,3.14159265359,96
0.00249978133576,-2.39941080975,97
9.37563476035e-05,3.14159265359,98
0.0,0.0,99
4.62057131118e-05,3.14159265359,100
0.000182227914055,3.14159265359,101
0.0,0.0,102
0.00236744873681,-2.91621002164,103
0.000177232709867,3.14159265359,104
0.0,0.0,105
0.000218551025585,3.14159265359,106
0.00025876234423,3.14159265359,107
0.0,0.0,108
0.00448252985476,2.88532677733,109
0.00662519637074,2.63855373991,110
0.00218245168666,-2.84492625274,111
0.0,0.0,112
0.00215482579743,2.84492624231,113
0.00212494279415,2.39938063643,114
0.0,0.0,115
3.9930863183e-05,0.0,116
0.0041461055121,0.742167156715,117
0.0,0.0,118
0.0,0.0,119
0.0,0.0,120
0.00199958406929,1.57079632055,121
0.0,0.0,122
0.00395254760376,-1.57079631535,123
3.71792413265e-05,3.14159265359,124
0.0,0.0,125
0.0,0.0,126
3.63437527574e-05,3.14159265359,127
0.0,0.0,128
3.59399332823e-05,0.0,129
0.00186898371944,0.429929501641,130
0.00369505080825,1.07164774692,131
0.0,0.0,132
0.00365520938351,1.0716351347,133
3.44085097641e-05,0.0,134
0.0,0.0,135
0.00178910144519,1.57079632055,136
3.36936874521e-05,0.0,137
3.33463298496e-05,3.14159265359,138
0.0,0.0,139
6.60101419088e-05,3.14159265359,140
6.53433728609e-05,3.14159265359,141
0.0,0.0,142
0.00169985226916,2.39944042708,143
0.00168393586895,-2.71166313062,144
0.0,0.0,145
0.00333399786021,-2.59282452386,146
0.0016527306118,-2.84492621757,147
0.0,0.0,148
0.00326988276463,-2.59282449038,149
0.00161978622636,-2.71167444399,150
0.00320818706608,-2.59282446167,151
0.0,0.0,152
0.00158864728739,-2.39941043278,153
0.00157488664012,-2.71165168173,154
0.0,0.0,155
0.00155959138313,-2.39938052825,156
0.00309031432562,-2.06995736919,157
0.00153149072252,-2.39941039879,158
0.0,0.0,159
0.00151772564859,-2.39941039403,160
2.86247255684e-05,3.14159265359,161
0.0,0.0,162
0.00149118839164,-2.39941038085,163
0.00147822152263,-2.39938048526,164
0.0,0.0,165
0.00293086868985,-2.39942530375,166
0.00290542400304,-2.06993210918,167
0.0,0.0,168
0.0014403789014,-1.57079632055,169
0.00142930910003,-2.7116516246,170
0.00141654409984,-2.39941033734,171
0.0,0.0,172
0.00140492143667,-2.39941032951,173
0.0013934057048,-2.39941032416,174
0.0,0.0,175
0.00138199429615,-2.3994103175,176
0.00274186292512,-2.39941030241,177
0.00135963623757,-1.57079632055,178
0.0,0.0,179
0.00134892640919,-1.57079632055,180
0.00133854725109,-2.39938040968,181
0.0,0.0,182
2.52702655409e-05,3.14159265359,183
0.0,0.0,184
0.0,0.0,185
