#Speed,Bearing,time
0.0,0.0,1
0.0850386899106,-2.71167483168,2
0.00107813330594,3.14159265359,3
0.0,0.0,4
0.00242589697716,3.14159265359,5
0.00194071758173,3.14159265359,6
0.0,0.0,7
0.00107819799744,3.14159265359,8
0.00138622684409,3.14159265359,9
0.000808624239154,3.14159265359,10
0.0,0.0,11
0.00071877710147,3.14159265359,12
0.000970358790247,3.14159265359,13
0.0,0.0,14
0.000588107999165,3.14159265359,15
0.014173967692,-2.71164062256,16
0.0,0.0,17
0.0,0.0,18
0.000231042427802,3.14159265359,19
0.0,0.0,20
0.0113309702317,-1.57079632055,21
0.0,0.0,22
0.0,0.0,23
0.0,0.0,24
0.0,0.0,25
0.0,0.0,26
0.0,0.0,27
0.0,0.0,28
0.0,0.0,29
0.0,0.0,30
0.0,0.0,31
0.0,0.0,32
0.0,0.0,33
0.0,0.0,34
0.0,0.0,35
0.0,0.0,36
0.0,0.0,37
0.0,0.0,38
0.0,0.0,39
0.0,0.0,40
0.0,0.0,41
0.0,0.0,42
0.0,0.0,43
0.0,0.0,44
0.0,0.0,45
0.0,0.0,46
0.0,0.0,47
0.0,0.0,48
0.0,0.0,49
0.0,0.0,50
0.0,0.0,51
0.0,0.0,52
0.0,0.0,53
0.0,0.0,54
0.0,0.0,55
0.0,0.0,56
0.0,0.0,57
0.0,0.0,58
0.0,0.0,59
0.0,0.0,60
0.0,0.0,61
0.0,0.0,62
0.0,0.0,63
0.0,0.0,64
0.0,0.0,65
0.0,0.0,66
0.0,0.0,67
0.0,0.0,68
0.0,0.0,69
0.0,0.0,70
0.0,0.0,71
0.0,0.0,72
0.0,0.0,73
0.0,0.0,74
0.0,0.0,75
0.0,0.0,76
0.0,0.0,77
0.0,0.0,78
0.0,0.0,79
0.0,0.0,80
0.0,0.0,81
0.0,0.0,82
0.0,0.0,83
0.0,0.0,84
0.0,0.0,85
0.0,0.0,86
0.0,0.0,87
0.0,0.0,88
0.0,0.0,89
0.0,0.0,90
0.0,0.0,91
0.0,0.0,92
0.0,0.0,93
0.0,0.0,94
0.0,0.0,95
0.0,0.0,96
0.0,0.0,97
0.0,0.0,98
0.0,0.0,99
0.0,0.0,100
0.0,0.0,101
0.0,0.0,102
0.0,0.0,103
0.0,0.0,104
0.0,0.0,105
0.0,0.0,106
0.0,0.0,107
0.0,0.0,108
0.0,0.0,109
0.00220719942369,-1.57079632055,110
4.14666656923e-05,3.14159265359,111
0.0,0.0,112
0.0,0.0,113
0.0,0.0,114
0.0,0.0,115
0.0,0.0,116
0.0,0.0,117
0.0,0.0,118
0.0,0.0,119
0.0,0.0,120
0.0,0.0,121
0.0,0.0,122
0.0,0.0,123
0.0,0.0,124
0.0,0.0,125
0.0,0.0,126
0.0,0.0,127
0.0,0.0,128
0.0,0.0,129
0.0,0.0,130
0.0,0.0,131
0.0,0.0,132
0.00182790680299,-2.39941080097,133
0.0018133648531,-2.91621003806,134
0.0,0.0,135
0.00179707492734,-2.96019569947,136
0.00177558661956,-2.91621001306,137
0.0,0.0,138
0.00350685686333,-2.71165189221,139
0.00173464664649,-2.39941068949,140
0.0017171249849,-2.39941068129,141
0.0,0.0,142
0.00169954400754,-1.57079632055,143
0.001682817808,-1.57079632055,144
0.0,0.0,145
0.0,0.0,146
3.14019410097e-05,3.14159265359,147
0.00163693631115,-2.84490953849,148
0.0,0.0,149
0.00162592549648,-2.96019778621,150
0.00160807869306,-2.9162066933,151
0.0,0.0,152
0.000151147438255,3.14159265359,153
0.000179696072325,3.14159265359,154
0.0,0.0,155
0.000148372310292,3.14159265359,156
0.000117619835435,3.14159265359,157
0.0,0.0,158
0.0015323219344,-2.71164034911,159
0.00151772548972,-2.3994403452,160
0.0015041121768,-1.57079632055,161
0.0,0.0,162
2.83719291037e-05,3.14159265359,163
0.0,0.0,164
0.0,0.0,165
2.78844309949e-05,3.14159265359,166
0.0,0.0,167
0.0,0.0,168
0.0,0.0,169
0.0,0.0,170
0.0,0.0,171
0.0,0.0,172
0.0,0.0,173
0.0,0.0,174
0.0,0.0,175
0.00138182666892,-1.57079632055,176
0.0,0.0,177
0.0,0.0,178
0.0,0.0,179
0.0,0.0,180
0.0,0.0,181
0.0,0.0,182
0.0,0.0,183
0.0,0.0,184
0.0,0.0,185
0.0,0.0,186
0.0,0.0,187
0.0,0.0,188
0.0,0.0,189
0.0,0.0,190
0.0,0.0,191
0.0,0.0,192
0.0,0.0,193
0.0,0.0,194
0.0,0.0,195
0.0,0.0,196
0.0,0.0,197
0.0,0.0,198
0.0,0.0,199
0.0,0.0,200
0.0,0.0,201
0.0,0.0,202
0.0,0.0,203
0.0,0.0,204
0.0,0.0,205
0.0,0.0,206
0.0,0.0,207
0.0,0.0,208
0.0,0.0,209
