Latitude,Longitude,timestamp,trail_no
23.56437,87.2828633333,08:23:59,0
23.56437,87.2828633333,08:24:01,0
23.56437,87.2828633333,08:24:03,0
23.56437,87.2828633333,08:24:05,0
23.56437,87.2828633333,08:24:07,0
23.5735966667,87.27654,08:29:47,0
23.5735966667,87.27654,08:29:49,0
23.5735966667,87.27654,08:29:51,0
23.5735966667,87.27654,08:29:53,0
23.5735966667,87.27654,08:29:55,0
23.5735966667,87.27654,08:29:57,0
23.5735966667,87.27654,08:29:59,0
23.57958,87.2734966667,08:31:37,0
23.57958,87.2734966667,08:31:39,0
23.57958,87.2734966667,08:31:41,0
23.57958,87.2734966667,08:31:43,0
23.57958,87.2734966667,08:31:45,0
23.57958,87.2734966667,08:31:47,0
23.57958,87.2734966667,08:31:49,0
23.57958,87.2734966667,08:31:51,0
23.57958,87.2734966667,08:31:53,0
23.57958,87.2734966667,08:31:55,0
23.57958,87.2734966667,08:31:57,0
23.57958,87.2734966667,08:31:59,0
23.57958,87.2734966667,08:32:01,0
23.5822933333,87.27603,08:33:21,0
23.5822933333,87.27603,08:33:23,0
23.5822933333,87.27603,08:33:25,0
23.5822933333,87.27603,08:33:27,0
23.5822933333,87.27603,08:33:29,0
23.5822933333,87.27603,08:33:31,0
23.5822933333,87.27603,08:33:33,0
23.5822933333,87.27603,08:33:35,0
23.5822933333,87.27603,08:33:37,0
23.5822933333,87.27603,08:33:39,0
23.5822933333,87.27603,08:33:41,0
23.5822933333,87.27603,08:33:43,0
23.5822933333,87.27603,08:33:45,0
23.5822933333,87.27603,08:33:47,0
23.5822933333,87.27603,08:33:49,0
23.5822933333,87.27603,08:33:51,0
23.5822933333,87.27603,08:33:53,0
23.5822933333,87.27603,08:33:55,0
23.5822933333,87.27603,08:33:57,0
23.5822933333,87.27603,08:33:59,0
23.5887683333,87.2820283333,08:39:01,0
23.5887683333,87.2820283333,08:39:03,0
23.5887683333,87.2820283333,08:39:05,0
23.5887683333,87.2820283333,08:39:07,0
23.5887683333,87.2820283333,08:39:09,0
23.5887683333,87.2820283333,08:39:11,0
23.5887683333,87.2820283333,08:39:13,0
23.5887683333,87.2820283333,08:39:15,0
23.5887683333,87.2820283333,08:39:17,0
23.5887683333,87.2820283333,08:39:19,0
23.5887683333,87.2820283333,08:39:21,0
23.5887683333,87.2820283333,08:39:23,0
23.5887683333,87.2820283333,08:39:25,0
23.5887683333,87.2820283333,08:39:27,0
23.5887683333,87.2820283333,08:39:29,0
23.5887683333,87.2820283333,08:39:31,0
23.5887683333,87.2820283333,08:39:33,0
23.5863666667,87.2875966667,08:42:29,0
23.5800266667,87.2875166667,08:44:15,0
23.5800266667,87.2875166667,08:44:17,0
23.5800266667,87.2875166667,08:44:19,0
23.5800266667,87.2875166667,08:44:21,0
23.5800266667,87.2875166667,08:44:23,0
23.5800266667,87.2875166667,08:44:25,0
23.5792833333,87.2915466667,08:45:43,0
23.5792833333,87.2915466667,08:45:45,0
23.5792833333,87.2915466667,08:45:47,0
23.5792833333,87.2915466667,08:45:49,0
23.5740983333,87.2992383333,08:48:43,0
23.5740983333,87.2992383333,08:48:45,0
23.5740983333,87.2992383333,08:48:47,0
23.5740983333,87.2992383333,08:48:49,0
23.5740983333,87.2992383333,08:48:51,0
23.5740983333,87.2992383333,08:48:53,0
23.5740983333,87.2992383333,08:48:55,0
23.5740983333,87.2992383333,08:48:57,0
23.5740983333,87.2992383333,08:48:59,0
23.5740983333,87.2992383333,08:49:01,0
23.5740983333,87.2992383333,08:49:03,0
23.5740983333,87.2992383333,08:49:05,0
23.5740983333,87.2992383333,08:49:07,0
23.5740983333,87.2992383333,08:49:09,0
23.5740983333,87.2992383333,08:49:11,0
23.5740983333,87.2992383333,08:49:13,0
23.5740983333,87.2992383333,08:49:15,0
23.5740983333,87.2992383333,08:49:17,0
23.5740983333,87.2992383333,08:49:19,0
23.5740983333,87.2992383333,08:49:21,0
23.5740983333,87.2992383333,08:49:23,0
23.5740983333,87.2992383333,08:49:25,0
23.5740983333,87.2992383333,08:49:27,0
23.5740983333,87.2992383333,08:49:29,0
23.5740983333,87.2992383333,08:49:31,0
23.5740983333,87.2992383333,08:49:33,0
23.5740983333,87.2992383333,08:49:35,0
23.5740983333,87.2992383333,08:49:37,0
23.5740983333,87.2992383333,08:49:39,0
23.5740983333,87.2992383333,08:49:41,0
23.5740983333,87.2992383333,08:49:43,0
23.5740983333,87.2992383333,08:49:45,0
23.5740983333,87.2992383333,08:49:47,0
23.5740983333,87.2992383333,08:49:49,0
23.5740983333,87.2992383333,08:49:51,0
23.5740983333,87.2992383333,08:49:53,0
23.5740983333,87.2992383333,08:49:55,0
23.5740983333,87.2992383333,08:49:57,0
23.5740983333,87.2992383333,08:49:59,0
23.5740983333,87.2992383333,08:50:01,0
23.5740983333,87.2992383333,08:50:03,0
23.5740983333,87.2992383333,08:50:05,0
23.5740983333,87.2992383333,08:50:07,0
23.5740983333,87.2992383333,08:50:09,0
23.5740983333,87.2992383333,08:50:11,0
23.5740983333,87.2992383333,08:50:13,0
23.5740983333,87.2992383333,08:50:15,0
23.5740983333,87.2992383333,08:50:17,0
23.5740983333,87.2992383333,08:50:19,0
23.5740983333,87.2992383333,08:50:21,0
23.5740983333,87.2992383333,08:50:23,0
23.5740983333,87.2992383333,08:50:25,0
23.5740983333,87.2992383333,08:50:27,0
23.5740983333,87.2992383333,08:50:29,0
23.5740983333,87.2992383333,08:50:31,0
23.5740983333,87.2992383333,08:50:33,0
23.5740983333,87.2992383333,08:50:35,0
23.5740983333,87.2992383333,08:50:37,0
23.5740983333,87.2992383333,08:50:39,0
23.5740983333,87.2992383333,08:50:41,0
23.5740983333,87.2992383333,08:50:43,0
23.5740983333,87.2992383333,08:50:45,0
23.5740983333,87.2992383333,08:50:47,0
23.5740983333,87.2992383333,08:50:49,0
23.5740983333,87.2992383333,08:50:51,0
23.5740983333,87.2992383333,08:50:53,0
23.5740983333,87.2992383333,08:50:55,0
23.5740983333,87.2992383333,08:50:57,0
23.5740983333,87.2992383333,08:50:59,0
23.5740983333,87.2992383333,08:51:01,0
23.5740983333,87.2992383333,08:51:03,0
23.5740983333,87.2992383333,08:51:05,0
23.5740983333,87.2992383333,08:51:07,0
23.5740983333,87.2992383333,08:51:09,0
23.5740983333,87.2992383333,08:51:11,0
23.5740983333,87.2992383333,08:51:13,0
23.5740983333,87.2992383333,08:51:15,0
23.5740983333,87.2992383333,08:51:17,0
23.5740983333,87.2992383333,08:51:19,0
23.5740983333,87.2992383333,08:51:21,0
23.5722416667,87.3025766667,08:53:13,0
23.5722416667,87.3025766667,08:53:15,0
23.5722416667,87.3025766667,08:53:17,0
23.5722416667,87.3025766667,08:53:19,0
23.5722416667,87.3025766667,08:53:21,0
23.5722416667,87.3025766667,08:53:23,0
23.5722416667,87.3025766667,08:53:25,0
23.5722416667,87.3025766667,08:53:27,0
23.5722416667,87.3025766667,08:53:29,0
23.5722416667,87.3025766667,08:53:31,0
23.5722416667,87.3025766667,08:53:33,0
23.5722416667,87.3025766667,08:53:35,0
23.5722416667,87.3025766667,08:53:37,0
23.5722416667,87.3025766667,08:53:39,0
23.5722416667,87.3025766667,08:53:41,0
23.5722416667,87.3025766667,08:53:43,0
23.5722416667,87.3025766667,08:53:45,0
23.5722416667,87.3025766667,08:53:47,0
23.5722416667,87.3025766667,08:53:49,0
23.5722416667,87.3025766667,08:53:51,0
23.5722416667,87.3025766667,08:53:53,0
23.5722416667,87.3025766667,08:53:55,0
23.5722416667,87.3025766667,08:53:57,0
23.5722416667,87.3025766667,08:53:59,0
23.5722416667,87.3025766667,08:54:01,0
23.5722416667,87.3025766667,08:54:03,0
23.5722416667,87.3025766667,08:54:05,0
23.5722416667,87.3025766667,08:54:07,0
23.5722416667,87.3025766667,08:54:09,0
23.5722416667,87.3025766667,08:54:11,0
23.5722416667,87.3025766667,08:54:13,0
23.5722416667,87.3025766667,08:54:15,0
23.5600466667,87.298775,08:57:49,0
23.546545,87.309845,09:02:49,0
23.546545,87.309845,09:02:51,0
23.546545,87.309845,09:02:53,0
23.546545,87.309845,09:02:55,0
23.546545,87.309845,09:02:57,0
23.546545,87.309845,09:02:59,0
23.546545,87.309845,09:03:01,0
23.546545,87.309845,09:03:03,0
23.546545,87.309845,09:03:05,0
23.546545,87.309845,09:03:07,0
23.546545,87.309845,09:03:09,0
23.546545,87.309845,09:03:11,0
23.546545,87.309845,09:03:13,0
23.546545,87.309845,09:03:15,0
23.546545,87.309845,09:03:17,0
23.546545,87.309845,09:03:19,0
23.546545,87.309845,09:03:21,0
23.54243,87.3069483333,09:05:05,0
23.54243,87.3069483333,09:05:07,0
23.54243,87.3069483333,09:05:09,0
23.54243,87.3069483333,09:05:11,0
23.54243,87.3069483333,09:05:13,0
23.5446316667,87.3020916667,09:07:37,0
23.5446316667,87.3020916667,09:07:39,0
23.5446316667,87.3020916667,09:07:41,0
23.5446316667,87.3020916667,09:07:43,0
23.5446316667,87.3020916667,09:07:45,0
23.5446316667,87.3020916667,09:07:47,0
23.5446316667,87.3020916667,09:07:49,0
23.5417716667,87.30012,09:08:57,0
23.5374866667,87.2967083333,09:11:35,0
23.5374866667,87.2967083333,09:11:37,0
23.5374866667,87.2967083333,09:11:39,0
23.5374866667,87.2967083333,09:11:41,0
23.53572,87.2975116667,09:14:27,0
23.53572,87.2975116667,09:14:29,0
23.53572,87.2975116667,09:14:31,0
23.53572,87.2975116667,09:14:33,0
23.53572,87.2975116667,09:14:35,0
23.53572,87.2975116667,09:14:37,0
23.53572,87.2975116667,09:14:39,0
23.53572,87.2975116667,09:14:41,0
23.53572,87.2975116667,09:14:43,0
23.53572,87.2975116667,09:14:45,0
23.5357333333,87.2976016667,09:14:57,0
23.5357333333,87.2976016667,09:14:59,0
23.5357333333,87.2976016667,09:15:01,0
23.5357333333,87.2976016667,09:15:03,0
23.5357333333,87.2976016667,09:15:05,0
23.5357333333,87.2976016667,09:15:07,0
23.5357333333,87.2976016667,09:15:09,0
23.5357333333,87.2976016667,09:15:11,0
23.5357333333,87.2976016667,09:15:13,0
23.5357333333,87.2976016667,09:15:15,0
23.5357333333,87.2976016667,09:15:17,0
23.5357333333,87.2976016667,09:15:19,0
23.5357333333,87.2976016667,09:15:21,0
23.5357333333,87.2976016667,09:15:23,0
23.5357333333,87.2976016667,09:15:25,0
23.5357333333,87.2976016667,09:15:27,0
23.5357333333,87.2976016667,09:15:29,0
23.5357333333,87.2976016667,09:15:31,0
23.5357333333,87.2976016667,09:15:33,0
23.5357333333,87.2976016667,09:15:35,0
23.5357333333,87.2976016667,09:15:37,0
23.5357333333,87.2976016667,09:15:39,0
23.5357333333,87.2976016667,09:15:41,0
23.5357333333,87.2976016667,09:15:43,0
23.5357366667,87.2976216667,09:15:51,0
23.53576,87.2977566667,09:16:29,0
23.53576,87.2977566667,09:16:31,0
23.53576,87.2977566667,09:16:37,0
23.53576,87.2977566667,09:16:39,0
23.53576,87.2977566667,09:16:41,0
23.5357583333,87.2977566667,09:16:45,0
23.5357583333,87.2977566667,09:16:47,0
23.5357583333,87.2977566667,09:16:49,0
23.5357583333,87.2977566667,09:16:51,0
23.5357583333,87.2977566667,09:16:53,0
23.5357583333,87.2977566667,09:16:55,0
23.5357583333,87.2977566667,09:16:57,0
23.5357583333,87.2977566667,09:16:59,0
23.5357583333,87.2977566667,09:17:01,0
23.527225,87.3111683333,09:21:51,0
23.527225,87.3111683333,09:21:53,0
23.527225,87.3111683333,09:21:55,0
23.527225,87.3111683333,09:21:57,0
23.527225,87.3111683333,09:21:59,0
23.527225,87.3111683333,09:22:01,0
23.527225,87.3111683333,09:22:03,0
23.527225,87.3111683333,09:22:05,0
23.4946316667,87.3171866667,09:31:01,0
23.4946316667,87.3171866667,09:31:03,0
23.4946316667,87.3171866667,09:31:05,0
23.4946316667,87.3171866667,09:31:07,0
23.4946316667,87.3171866667,09:31:09,0
23.4946316667,87.3171866667,09:31:11,0
23.4946316667,87.3171866667,09:31:13,0
23.4946316667,87.3171866667,09:31:15,0
23.4946316667,87.3171866667,09:31:17,0
23.4946316667,87.3171866667,09:31:19,0
23.4946316667,87.3171866667,09:31:21,0
23.4946316667,87.3171866667,09:31:23,0
23.4946316667,87.3171866667,09:31:25,0
23.4946316667,87.3171866667,09:31:27,0
23.4946316667,87.3171866667,09:31:29,0
23.4946316667,87.3171866667,09:31:31,0
23.4946316667,87.3171866667,09:31:33,0
23.4946316667,87.3171866667,09:31:35,0
23.4946316667,87.3171866667,09:31:37,0
23.4946316667,87.3171866667,09:31:39,0
23.4946316667,87.3171866667,09:31:41,0
23.4946316667,87.3171866667,09:31:43,0
23.4946316667,87.3171866667,09:31:45,0
23.4946316667,87.3171866667,09:31:47,0
23.4946316667,87.3171866667,09:31:49,0
23.4946316667,87.3171866667,09:31:51,0
23.4946316667,87.3171866667,09:31:53,0
23.4946316667,87.3171866667,09:31:55,0
23.4946316667,87.3171866667,09:31:57,0
23.4946316667,87.3171866667,09:31:59,0
23.4946316667,87.3171866667,09:32:01,0
23.4946316667,87.3171866667,09:32:03,0
23.4946316667,87.3171866667,09:32:05,0
23.4946316667,87.3171866667,09:32:07,0
23.4946316667,87.3171866667,09:32:09,0
23.4946316667,87.3171866667,09:32:11,0
23.4946316667,87.3171866667,09:32:13,0
23.4946316667,87.3171866667,09:32:15,0
23.4946316667,87.3171866667,09:32:17,0
23.4946316667,87.3171866667,09:32:19,0
23.4946316667,87.3171866667,09:32:21,0
23.4946316667,87.3171866667,09:32:23,0
23.4946316667,87.3171866667,09:32:25,0
23.4946316667,87.3171866667,09:32:27,0
23.4946316667,87.3171866667,09:32:29,0
23.4946316667,87.3171866667,09:32:31,0
23.4946316667,87.3171866667,09:32:33,0
23.4946316667,87.3171866667,09:32:35,0
23.4946316667,87.3171866667,09:32:37,0
23.4946316667,87.3171866667,09:32:39,0
23.4946316667,87.3171866667,09:32:41,0
23.4946316667,87.3171866667,09:32:43,0
23.4946316667,87.3171866667,09:32:45,0
23.4946316667,87.3171866667,09:32:47,0
23.4946316667,87.3171866667,09:32:49,0
23.4946316667,87.3171866667,09:32:51,0
23.4946316667,87.3171866667,09:32:53,0
23.4946316667,87.3171866667,09:32:55,0
23.4946316667,87.3171866667,09:32:57,0
23.4946316667,87.3171866667,09:32:59,0
23.4946316667,87.3171866667,09:33:01,0
23.4946316667,87.3171866667,09:33:03,0
23.4946316667,87.3171866667,09:33:05,0
23.4946316667,87.3171866667,09:33:07,0
23.4946316667,87.3171866667,09:33:09,0
23.4946316667,87.3171866667,09:33:11,0
23.4946316667,87.3171866667,09:33:13,0
23.4946316667,87.3171866667,09:33:15,0
23.4946316667,87.3171866667,09:33:17,0
23.4946316667,87.3171866667,09:33:19,0
23.4946316667,87.3171866667,09:33:21,0
23.4946316667,87.3171866667,09:33:23,0
23.4946316667,87.3171866667,09:33:25,0
23.4946316667,87.3171866667,09:33:27,0
23.4946316667,87.3171866667,09:33:29,0
23.4946316667,87.3171866667,09:33:31,0
23.4946316667,87.3171866667,09:33:33,0
23.4946316667,87.3171866667,09:33:35,0
23.4946316667,87.3171866667,09:33:37,0
23.4946316667,87.3171866667,09:33:39,0
23.4946316667,87.3171866667,09:33:41,0
23.4946316667,87.3171866667,09:33:43,0
23.4946316667,87.3171866667,09:33:45,0
23.4946316667,87.3171866667,09:33:47,0
23.4946316667,87.3171866667,09:33:49,0
23.4946316667,87.3171866667,09:33:51,0
23.4946316667,87.3171866667,09:33:53,0
23.4946316667,87.3171866667,09:33:55,0
23.4946316667,87.3171866667,09:33:57,0
23.4946316667,87.3171866667,09:33:59,0
23.4946316667,87.3171866667,09:34:01,0
23.4946316667,87.3171866667,09:34:03,0
23.4946316667,87.3171866667,09:34:05,0
23.4946316667,87.3171866667,09:34:07,0
23.4946316667,87.3171866667,09:34:09,0
23.4946316667,87.3171866667,09:34:11,0
23.4946316667,87.3171866667,09:34:13,0
23.4946316667,87.3171866667,09:34:15,0
23.4946316667,87.3171866667,09:34:17,0
23.4946316667,87.3171866667,09:34:19,0
23.4946316667,87.3171866667,09:34:21,0
23.4946316667,87.3171866667,09:34:23,0
23.4946316667,87.3171866667,09:34:25,0
23.4946316667,87.3171866667,09:34:27,0
23.4946316667,87.3171866667,09:34:29,0
23.4946316667,87.3171866667,09:34:31,0
23.4946316667,87.3171866667,09:34:33,0
23.4946316667,87.3171866667,09:34:35,0
23.4946316667,87.3171866667,09:34:37,0
23.4946316667,87.3171866667,09:34:39,0
23.4946316667,87.3171866667,09:34:41,0
23.4946316667,87.3171866667,09:34:43,0
23.4946316667,87.3171866667,09:34:45,0
23.4946316667,87.3171866667,09:34:47,0
23.4946316667,87.3171866667,09:34:49,0
23.4946316667,87.3171866667,09:34:51,0
23.4946316667,87.3171866667,09:34:53,0
23.4946316667,87.3171866667,09:34:55,0
23.4946316667,87.3171866667,09:34:57,0
23.4946316667,87.3171866667,09:34:59,0
23.4946316667,87.3171866667,09:35:01,0
23.4946316667,87.3171866667,09:35:03,0
23.4946316667,87.3171866667,09:35:05,0
23.4946316667,87.3171866667,09:35:07,0
23.4946316667,87.3171866667,09:35:09,0
23.4946316667,87.3171866667,09:35:11,0
23.4946316667,87.3171866667,09:35:13,0
23.4946316667,87.3171866667,09:35:15,0
23.4946316667,87.3171866667,09:35:17,0
23.4946316667,87.3171866667,09:35:19,0
23.4946316667,87.3171866667,09:35:21,0
23.4946316667,87.3171866667,09:35:23,0
23.4946316667,87.3171866667,09:35:25,0
23.49463,87.3171866667,09:35:29,0
23.49463,87.3171866667,09:35:31,0
23.49463,87.3171866667,09:35:33,0
23.49463,87.3171866667,09:35:35,0
23.49463,87.3171866667,09:35:37,0
23.49463,87.3171866667,09:35:39,0
23.49463,87.3171866667,09:35:41,0
23.49463,87.3171866667,09:35:43,0
23.49463,87.3171866667,09:35:45,0
23.49463,87.3171866667,09:35:47,0
23.49463,87.317185,09:35:51,0
23.49463,87.317185,09:35:53,0
23.49463,87.317185,09:35:55,0
23.49463,87.317185,09:35:57,0
23.49463,87.317185,09:35:59,0
23.49463,87.317185,09:36:01,0
23.49463,87.317185,09:36:03,0
23.49463,87.317185,09:36:05,0
23.4946283333,87.317185,09:36:09,0
23.4946283333,87.317185,09:36:11,0
23.4946283333,87.317185,09:36:13,0
23.4946283333,87.317185,09:36:15,0
23.4946283333,87.317185,09:36:17,0
23.4946283333,87.317185,09:36:19,0
23.4946283333,87.317185,09:36:21,0
23.4946283333,87.317185,09:36:23,0
23.4946283333,87.317185,09:36:25,0
23.4946283333,87.317185,09:36:27,0
23.4946283333,87.317185,09:36:29,0
23.4946283333,87.317185,09:36:31,0
23.4946283333,87.317185,09:36:33,0
23.4946283333,87.317185,09:36:35,0
23.4946283333,87.317185,09:36:37,0
23.4946283333,87.317185,09:36:39,0
23.4946266667,87.317185,09:36:43,0
23.4946266667,87.317185,09:36:45,0
23.4946266667,87.317185,09:36:47,0
23.4946266667,87.317185,09:36:49,0
23.4946266667,87.317185,09:36:51,0
23.4946266667,87.317185,09:36:53,0
23.4946266667,87.317185,09:36:55,0
23.4946266667,87.317185,09:36:57,0
23.4946266667,87.317185,09:36:59,0
23.4946266667,87.317185,09:37:01,0
23.4946266667,87.317185,09:37:03,0
23.4946266667,87.317185,09:37:05,0
23.4946266667,87.317185,09:37:07,0
23.4945783333,87.31717,09:37:31,0
23.4945783333,87.31717,09:37:33,0
23.4945783333,87.31717,09:37:35,0
23.4945783333,87.31717,09:37:37,0
23.4945766667,87.3171683333,09:37:43,0
23.4945766667,87.3171683333,09:37:45,0
23.4945766667,87.3171683333,09:37:47,0
23.4945766667,87.3171683333,09:37:49,0
23.4945766667,87.3171683333,09:37:51,0
23.4945766667,87.3171683333,09:37:53,0
23.49455,87.3171466667,09:38:05,0
23.49455,87.3171483333,09:38:09,0
23.49455,87.3171483333,09:38:11,0
23.49455,87.3171483333,09:38:13,0
23.49455,87.3171483333,09:38:15,0
23.49455,87.3171466667,09:38:19,0
23.49455,87.3171466667,09:38:21,0
23.49455,87.3171466667,09:38:23,0
23.49455,87.3171466667,09:38:25,0
23.49455,87.3171466667,09:38:27,0
23.49455,87.3171466667,09:38:29,0
23.49455,87.3171466667,09:38:31,0
23.49455,87.3171466667,09:38:32,0
23.58003,87.28743,07:51:18,1
23.58003,87.28743,07:51:20,1
23.58003,87.28743,07:51:22,1
23.58003,87.28743,07:51:24,1
23.5887766667,87.2820316667,07:55:44,1
23.5887766667,87.2820316667,07:55:46,1
23.5887766667,87.2820316667,07:55:48,1
23.5887766667,87.2820316667,07:55:50,1
23.5887766667,87.2820316667,07:55:52,1
23.5887766667,87.2820316667,07:55:54,1
23.5887766667,87.2820316667,07:55:56,1
23.5887766667,87.2820316667,07:55:58,1
23.5887766667,87.2820316667,07:56:00,1
23.5887766667,87.2820316667,07:56:02,1
23.5887766667,87.2820316667,07:56:04,1
23.5887766667,87.2820316667,07:56:06,1
23.5887766667,87.2820316667,07:56:08,1
