Waiting time,BusStop Number,Latitude,Longitude
2,13:39:26,1,23.5643283333,87.283065
40,13:39:41,2,23.5643533333,87.2830183333
2,13:40:22,3,23.5643533333,87.2830166667
25,13:40:27,4,23.564355,87.2830183333
78,13:40:55,5,23.5643516667,87.28302
163,13:42:14,6,23.5643516667,87.2830183333
7,13:44:58,7,23.5643516667,87.2830166667
69,13:45:06,8,23.5643533333,87.2830166667
104,13:46:16,9,23.564355,87.2830166667
2,13:48:01,10,23.564355,87.283015
9,13:48:04,11,23.5643566667,87.283015
21,13:48:16,12,23.5643566667,87.283015
14,13:48:38,13,23.5643566667,87.2830166667
15,13:48:53,14,23.5643566667,87.283015
74,13:49:09,15,23.5643566667,87.2830166667
134,13:50:24,16,23.5643583333,87.2830166667
40,13:52:39,17,23.5643583333,87.2830183333
4,13:53:28,18,23.56437,87.2829916667
2,13:53:35,19,23.56437,87.2829916667
19,13:53:39,20,23.56437,87.2829916667
90,13:53:59,21,23.56437,87.2829933333
53,13:55:30,22,23.56437,87.282995
10,13:56:24,23,23.5643683333,87.282995
123,13:56:35,24,23.5643683333,87.2829966667
80,13:58:40,25,23.5643683333,87.2829966667
25,14:00:01,26,23.56437,87.282995
17,14:00:31,27,23.56437,87.2829983333
29,14:00:49,28,23.5643683333,87.2829983333
21,14:01:19,29,23.56437,87.2829983333
6,14:01:59,30,23.564335,87.2829516667
22,14:02:08,31,23.564335,87.2829533333
8,14:02:31,32,23.564335,87.2829516667
2,14:03:09,33,23.5643283333,87.2827933333
3,14:03:14,34,23.5643266667,87.282795
25,14:03:18,35,23.5643266667,87.2827966667
2,14:03:44,36,23.5643266667,87.282795
6,14:04:01,37,23.564345,87.282715
12,14:04:08,38,23.564345,87.2827133333
4,14:04:52,39,23.5644566667,87.2824733333
4,14:07:01,40,23.56921,87.286865
4,14:09:16,41,23.5720933333,87.2783883333
40,14:11:50,42,23.5795966667,87.2734483333
26,14:13:49,43,23.5822766667,87.27601
3,14:14:47,44,23.5813816667,87.2774
13,14:15:26,45,23.5802666667,87.279475
17,14:19:32,46,23.588775,87.281965
7,14:22:06,47,23.586375,87.2875583333
12,14:23:48,48,23.580015,87.287475
5,14:25:19,49,23.579305,87.2915383333
14,14:27:32,50,23.5741483333,87.29571
51,14:28:38,51,23.574105,87.299195
153,14:31:20,52,23.572095,87.3025716667
10,14:34:19,53,23.571515,87.3025616667
26,14:34:32,54,23.5715,87.3025616667
2,14:37:35,55,23.5626883333,87.2987933333
49,14:38:28,56,23.5600916667,87.298785
12,14:40:10,57,23.5574866667,87.29876
29,14:42:06,58,23.5512216667,87.29662
4,14:43:39,59,23.5487133333,87.3008766667
60,14:47:15,60,23.544425,87.30834
3,14:48:23,61,23.5443733333,87.3083116667
11,14:48:51,62,23.5441,87.3081066667
26,14:49:53,63,23.54246,87.3069483333
4,14:51:19,64,23.5433583333,87.3045666667
7,14:51:24,65,23.5433583333,87.304565
9,14:52:29,66,23.5445966667,87.3020483333
6,14:53:54,67,23.5417333333,87.3001016667
6,14:55:19,68,23.5388316667,87.2981916667
12,14:56:21,69,23.5375266667,87.2967266667
80,14:58:00,70,23.535615,87.2974
4,14:59:25,71,23.5356233333,87.2974183333
8,15:00:11,72,23.5356516667,87.2979416667
56,15:00:20,73,23.5356516667,87.29794
8,15:01:17,74,23.5356533333,87.29794
2,15:05:08,75,23.52812,87.31115
26,15:05:11,76,23.5281216667,87.31115
5,15:05:59,77,23.5272433333,87.311155
7,15:10:54,78,23.5002983333,87.3059666667
3,15:12:33,79,23.49648,87.3135566667
128,15:13:55,80,23.4945916667,87.3171583333
95,15:16:16,81,23.4945183333,87.317155
23,15:17:58,82,23.4945,87.3171416667
10,15:18:22,83,23.4944983333,87.3171416667
7,15:18:53,84,23.4944483333,87.317115
16,15:19:01,85,23.49445,87.317115
6,15:19:18,86,23.4944483333,87.317115
28,15:19:34,87,23.494395,87.3171
6,15:20:25,88,23.4942266667,87.3171066667
94,15:20:32,89,23.494225,87.3171066667
8,15:22:07,90,23.4942233333,87.3171066667
30,15:22:16,91,23.4942233333,87.317105
23,15:22:47,92,23.4942233333,87.3171066667
20,15:23:11,93,23.4942233333,87.317105
