Waiting time,BusStop Number,Latitude,Longitude
24,10:26:06,1,23.5642933333,87.2831066667
7,10:27:01,2,23.5643916667,87.2829583333
98,10:27:09,3,23.5643916667,87.2829566667
79,10:28:48,4,23.5643916667,87.282955
20,10:30:08,5,23.5643916667,87.2829533333
55,10:30:29,6,23.5643933333,87.2829533333
2,10:31:26,7,23.5643933333,87.2829533333
104,10:31:29,8,23.5643933333,87.2829516667
101,10:33:14,9,23.5643933333,87.28295
16,10:34:56,10,23.564395,87.28295
186,10:35:13,11,23.564395,87.2829483333
67,10:38:20,12,23.5643966667,87.2829483333
3,10:39:28,13,23.5643966667,87.2829466667
69,10:39:32,14,23.5643966667,87.2829483333
138,10:40:42,15,23.5643966667,87.2829466667
83,10:43:01,16,23.5643966667,87.282945
13,10:44:25,17,23.564395,87.282945
34,10:44:39,18,23.564395,87.2829433333
9,10:45:14,19,23.564395,87.2829416667
2,10:45:34,20,23.56438,87.28291
5,10:46:04,21,23.564375,87.2827266667
25,10:46:11,22,23.5643733333,87.282725
172,10:46:37,23,23.5643733333,87.2827266667
29,10:49:30,24,23.564375,87.2827266667
5,10:50:17,25,23.56438,87.2826166667
5,10:50:32,26,23.564385,87.2825633333
15,10:50:42,27,23.5643883333,87.2825566667
4,10:50:58,28,23.5643883333,87.282555
23,10:57:08,29,23.5796066667,87.2734383333
86,10:58:37,30,23.5823283333,87.2760133333
2,11:03:48,31,23.5844933333,87.28348
10,11:03:51,32,23.5844916667,87.2834783333
8,11:05:28,33,23.5887616667,87.28195
4,11:06:29,34,23.5905683333,87.2845766667
7,11:07:56,35,23.5863416667,87.2875783333
2,11:08:33,36,23.5847433333,87.28757
12,11:09:39,37,23.580055,87.2874866667
3,11:10:29,38,23.5796816667,87.2903366667
11,11:11:09,39,23.57932,87.29153
9,11:12:14,40,23.5750266667,87.2914383333
12,11:12:47,41,23.574105,87.29154
98,11:14:19,42,23.5740916667,87.2992
102,11:17:40,43,23.5722033333,87.3025816667
5,11:19:33,44,23.5721466667,87.3025766667
27,11:19:39,45,23.5721483333,87.3025766667
14,11:23:38,46,23.5600466667,87.2987583333
9,11:24:42,47,23.5575966667,87.2987566667
7,11:25:39,48,23.55494,87.2987383333
4,11:26:35,49,23.5521083333,87.296925
5,11:26:55,50,23.5516166667,87.2965933333
5,11:29:44,51,23.548175,87.3075816667
137,11:30:46,52,23.5466233333,87.3098733333
2,11:33:27,53,23.5462016667,87.309575
20,11:33:32,54,23.5462033333,87.309575
3,11:34:44,55,23.5444066667,87.3082983333
12,11:35:34,56,23.54245,87.3069483333
28,11:36:45,57,23.543395,87.3045416667
6,11:38:33,58,23.543295,87.3011916667
4,11:39:00,59,23.5427483333,87.3008116667
2,11:39:32,60,23.5417266667,87.3000916667
2,11:39:35,61,23.5417266667,87.3000933333
3,11:40:03,62,23.5407,87.2994066667
2,11:41:06,63,23.538795,87.298155
4,11:41:09,64,23.538795,87.2981566667
12,11:42:06,65,23.53751,87.29674
2,11:42:50,66,23.5361233333,87.2958683333
7,11:42:53,67,23.5361233333,87.29587
2,11:43:50,68,23.5356033333,87.2974066667
77,11:43:53,69,23.5356016667,87.2974066667
3,11:45:27,70,23.535635,87.2974533333
27,11:45:53,71,23.53568,87.2978333333
2,11:46:26,72,23.5356833333,87.2978416667
2,11:46:29,73,23.5356833333,87.2978433333
3,11:46:44,74,23.5356633333,87.29793
3,11:49:55,75,23.52817,87.311155
68,11:50:20,76,23.5273133333,87.3111333333
8,11:54:46,77,23.5107283333,87.310635
16,11:56:24,78,23.5035833333,87.307695
35,12:00:26,79,23.4946033333,87.3171816667
135,12:01:13,80,23.4944433333,87.317145
38,12:03:32,81,23.4944366667,87.3171416667
5,12:04:16,82,23.4944183333,87.3171383333
7,12:04:30,83,23.4943983333,87.3171333333
2,12:04:38,84,23.4943983333,87.317135
8,12:04:46,85,23.4943833333,87.31713
