#Speed,Bearing,time,lat,lng
0.00323459399541,0.0,1,23.564325,87.2830633333
0.00323459399541,0.0,2,23.5643266667,87.2830633333
0.169874368839,1.57079632055,3,23.5643266667,87.283065
0.0,0.0,4,23.5643266667,87.283065
0.003234399924,0.0,5,23.5643283333,87.283065
0.0,0.0,6,23.5643283333,87.283065
0.0,0.0,7,23.5643283333,87.283065
0.003234399924,3.14159265359,8,23.5643266667,87.283065
0.0,0.0,9,23.5643266667,87.283065
0.00323459399541,3.14159265359,10,23.564325,87.283065
0.169874370994,-1.57079632055,11,23.564325,87.2830633333
0.849357631091,-1.35596343694,12,23.5643266667,87.283055
0.849376090621,-1.15932031435,13,23.56433,87.2830466667
0.849386261215,-1.15932470369,14,23.5643333333,87.2830383333
0.679484756441,-1.304521434,15,23.564335,87.2830316667
0.67951803001,-1.07143069993,16,23.5643383333,87.283025
0.169997488852,-0.429739570642,17,23.5643416667,87.2830233333
0.339877051233,-0.548518258022,18,23.5643466667,87.28302
0.00970358790247,0.0,19,23.5643516667,87.28302
0.16990512406,-0.741947239363,20,23.5643533333,87.2830183333
0.0,0.0,21,23.5643533333,87.2830183333
0.0,0.0,22,23.5643533333,87.2830183333
0.0,0.0,23,23.5643533333,87.2830183333
0.0,0.0,24,23.5643533333,87.2830183333
0.0,0.0,25,23.5643533333,87.2830183333
0.0,0.0,26,23.5643533333,87.2830183333
0.0,0.0,27,23.5643533333,87.2830183333
0.0,0.0,28,23.5643533333,87.2830183333
0.0,0.0,29,23.5643533333,87.2830183333
0.0,0.0,30,23.5643533333,87.2830183333
0.0,0.0,31,23.5643533333,87.2830183333
0.0,0.0,32,23.5643533333,87.2830183333
0.0,0.0,33,23.5643533333,87.2830183333
0.0,0.0,34,23.5643533333,87.2830183333
0.0,0.0,35,23.5643533333,87.2830183333
0.0,0.0,36,23.5643533333,87.2830183333
0.0,0.0,37,23.5643533333,87.2830183333
0.0,0.0,38,23.5643533333,87.2830183333
0.0,0.0,39,23.5643533333,87.2830183333
0.0,0.0,40,23.5643533333,87.2830183333
0.0,0.0,41,23.5643533333,87.2830183333
0.0,0.0,42,23.5643533333,87.2830183333
0.0,0.0,43,23.5643533333,87.2830183333
0.0,0.0,44,23.5643533333,87.2830183333
0.0,0.0,45,23.5643533333,87.2830183333
0.0,0.0,46,23.5643533333,87.2830183333
0.0,0.0,47,23.5643533333,87.2830183333
0.0,0.0,48,23.5643533333,87.2830183333
0.0,0.0,49,23.5643533333,87.2830183333
0.0,0.0,50,23.5643533333,87.2830183333
0.0,0.0,51,23.5643533333,87.2830183333
0.0,0.0,52,23.5643533333,87.2830183333
0.0,0.0,53,23.5643533333,87.2830183333
0.0,0.0,54,23.5643533333,87.2830183333
0.0,0.0,55,23.5643533333,87.2830183333
0.0,0.0,56,23.5643533333,87.2830183333
0.0,0.0,57,23.5643533333,87.2830183333
0.0,0.0,58,23.5643533333,87.2830183333
0.0,0.0,59,23.5643533333,87.2830183333
0.0,0.0,60,23.5643533333,87.2830183333
0.169864144814,-1.57079632055,61,23.5643533333,87.2830166667
0.0,0.0,62,23.5643533333,87.2830166667
0.0,0.0,63,23.5643533333,87.2830166667
0.00323459398923,0.0,64,23.564355,87.2830166667
0.0,0.0,65,23.564355,87.2830166667
0.169864142659,1.57079632055,66,23.564355,87.2830183333
0.0,0.0,67,23.564355,87.2830183333
0.0,0.0,68,23.564355,87.2830183333
0.0,0.0,69,23.564355,87.2830183333
0.0,0.0,70,23.564355,87.2830183333
0.0,0.0,71,23.564355,87.2830183333
0.0,0.0,72,23.564355,87.2830183333
0.0,0.0,73,23.564355,87.2830183333
0.0,0.0,74,23.564355,87.2830183333
0.0,0.0,75,23.564355,87.2830183333
0.0,0.0,76,23.564355,87.2830183333
0.0,0.0,77,23.564355,87.2830183333
0.0,0.0,78,23.564355,87.2830183333
0.0,0.0,79,23.564355,87.2830183333
0.0,0.0,80,23.564355,87.2830183333
0.0,0.0,81,23.564355,87.2830183333
0.0,0.0,82,23.564355,87.2830183333
