256,23.5643283333,87.2830016667,m
6,23.5721166667,87.2784266667,m
6,23.5736683333,87.2765016667,m
8,23.5796166667,87.2734783333,m
15,23.5822933333,87.2760316667,m
7,23.5802783333,87.2794683333,m
7,23.582745,87.2832883333,m
2,23.5887683333,87.2819916667,m
25,23.580105,87.2874733333,m
2,23.57935,87.2915616667,m
2,23.574835,87.291475,m
19,23.5741033333,87.2992183333,m
32,23.5721366667,87.302585,m
3,23.5599866667,87.29877,m
2,23.5427283333,87.3056733333,m
4,23.5446683333,87.30212,m
4,23.536045,87.295805,m
102,23.53577,87.2976033333,m
4,23.5281866667,87.311195,m
57,23.5272033333,87.31117,m
2,23.50361,87.3076916667,m
6,23.5003116667,87.305975,m
95,23.49461,87.3171716667,m
