84,23.5643733333,87.282955,m
7,23.5736433333,87.276505,m
2,23.5765183333,87.27488,m
2,23.5796233333,87.2734766667,m
5,23.58056,87.2740133333,m
15,23.582325,87.2760183333,m
3,23.5802766667,87.279485,m
4,23.5829416667,87.2834516667,m
3,23.5888016667,87.2820083333,m
21,23.5907066667,87.28448,m
3,23.5864116667,87.287585,m
7,23.58002,87.2874866667,m
19,23.5741183333,87.299215,m
35,23.5721383333,87.3025566667,m
6,23.5648316667,87.2988183333,m
3,23.5626216667,87.298785,m
22,23.559365,87.29881,m
3,23.5433283333,87.301185,m
205,23.535765,87.297795,m
9,23.5281883333,87.3111766667,m
5,23.527125,87.311175,m
4,23.5036616667,87.3077583333,m
105,23.494635,87.317195,m
