277,23.56436,87.2829716667,m
2,23.5721116667,87.2783983333,m
10,23.5736183333,87.276495,m
4,23.5764183333,87.2749,m
12,23.5795883333,87.273435,m
4,23.5813216667,87.2747083333,m
29,23.5823266667,87.27597,m
11,23.580295,87.2793816667,m
5,23.578645,87.2826583333,m
4,23.5887533333,87.2818966667,m
2,23.58634,87.2875116667,m
5,23.580045,87.287435,m
2,23.5741716667,87.2956583333,m
138,23.5741166667,87.2991966667,m
5,23.5741866667,87.302555,m
63,23.5722566667,87.3025333333,m
9,23.5600066667,87.2987333333,m
6,23.5520666667,87.2968066667,m
9,23.5487183333,87.3008916667,m
4,23.5481883333,87.3076466667,m
71,23.54665,87.3098216667,m
3,23.544345,87.3082033333,m
3,23.5424683333,87.3069116667,m
14,23.5433383333,87.3046133333,m
2,23.542675,87.30071,m
6,23.5405383333,87.29922,m
13,23.537575,87.29666,m
110,23.53569,87.2974933333,m
9,23.5333866667,87.3064933333,m
16,23.528225,87.311165,m
7,23.5038366667,87.3077766667,m
7,23.500475,87.3059166667,m
142,23.4946266667,87.3171866667,m
