286,23.564325,87.2830066667,m
3,23.5674266667,87.286905,m
3,23.572055,87.27842,m
7,23.5736166667,87.2765266667,m
2,23.5764433333,87.2749183333,m
13,23.5796116667,87.2734883333,m
25,23.58232,87.2760033333,m
9,23.5802616667,87.2794383333,m
4,23.578585,87.28268,m
3,23.5827183333,87.2833566667,m
4,23.584465,87.2834933333,m
3,23.58717,87.283505,m
11,23.58875,87.2820016667,m
20,23.5904483333,87.28474,m
6,23.5863816667,87.287585,m
5,23.583225,87.2875166667,m
221,23.574085,87.2992433333,m
3,23.5741916667,87.3025466667,m
80,23.57203,87.30259,m
9,23.5678316667,87.30233,m
5,23.562525,87.2987883333,m
4,23.559985,87.2987866667,m
2,23.5575933333,87.2987733333,m
6,23.548695,87.3008733333,m
6,23.5482016667,87.303775,m
10,23.5481666667,87.3076166667,m
28,23.546575,87.3098366667,m
9,23.5444383333,87.3083616667,m
5,23.5424033333,87.306935,m
9,23.5433316667,87.3046316667,m
5,23.5417433333,87.30012,m
94,23.53567,87.2975066667,m
3,23.53332,87.3064983333,m
11,23.5281133333,87.3111316667,m
10,23.5193133333,87.3112383333,m
31,23.503555,87.3077,m
20,23.5002816667,87.3059883333,m
13,23.4964633333,87.3135916667,m
251,23.4945866667,87.31716,m
