186,23.564395,87.2829483333,m
23,23.5796066667,87.2734383333,m
86,23.5823283333,87.2760133333,m
10,23.5844916667,87.2834783333,m
8,23.5887616667,87.28195,m
4,23.5905683333,87.2845766667,m
7,23.5863416667,87.2875783333,m
2,23.5847433333,87.28757,m
12,23.580055,87.2874866667,m
3,23.5796816667,87.2903366667,m
11,23.57932,87.29153,m
9,23.5750266667,87.2914383333,m
12,23.574105,87.29154,m
98,23.5740916667,87.2992,m
102,23.5722033333,87.3025816667,m
14,23.5600466667,87.2987583333,m
9,23.5575966667,87.2987566667,m
7,23.55494,87.2987383333,m
5,23.5516166667,87.2965933333,m
5,23.548175,87.3075816667,m
137,23.5466233333,87.3098733333,m
3,23.5444066667,87.3082983333,m
12,23.54245,87.3069483333,m
28,23.543395,87.3045416667,m
6,23.543295,87.3011916667,m
2,23.5417266667,87.3000916667,m
3,23.5407,87.2994066667,m
4,23.538795,87.2981566667,m
12,23.53751,87.29674,m
7,23.5361233333,87.29587,m
77,23.5356016667,87.2974066667,m
68,23.5273133333,87.3111333333,m
8,23.5107283333,87.310635,m
16,23.5035833333,87.307695,m
135,23.4944433333,87.317145,m
