48,23.56442,87.2828916667,m
6,23.5722483333,87.2824266667,m
7,23.572085,87.278385,m
3,23.571855,87.2779616667,m
25,23.579625,87.27345,m
12,23.5823183333,87.2759883333,m
14,23.5802866667,87.2793966667,m
2,23.57867,87.2827133333,m
2,23.5845133333,87.283475,m
4,23.5887966667,87.2819866667,m
2,23.5906283333,87.2845116667,m
6,23.5864316667,87.2875766667,m
11,23.5800316667,87.2874616667,m
5,23.5792766667,87.2915516667,m
8,23.57495,87.2914383333,m
56,23.574115,87.2991966667,m
131,23.57216,87.3025783333,m
3,23.5700366667,87.3025333333,m
4,23.5678683333,87.30233,m
4,23.56814,87.29886,m
13,23.5600266667,87.2987533333,m
13,23.552105,87.2969433333,m
7,23.5482133333,87.3038216667,m
90,23.54651,87.3098216667,m
12,23.5443116667,87.3082716667,m
8,23.5433633333,87.3045983333,m
2,23.541695,87.30005,m
6,23.5404116667,87.2991983333,m
15,23.5375883333,87.2967866667,m
6,23.536085,87.295855,m
99,23.535715,87.2978666667,m
44,23.5352716667,87.298625,m
7,23.52811,87.3111616667,m
3,23.501165,87.3062816667,m
4,23.5003266667,87.3059983333,m
187,23.4946033333,87.317195,m
