163,23.5643516667,87.2830183333,m
4,23.56921,87.286865,m
4,23.5720933333,87.2783883333,m
40,23.5795966667,87.2734483333,m
26,23.5822766667,87.27601,m
3,23.5813816667,87.2774,m
13,23.5802666667,87.279475,m
17,23.588775,87.281965,m
7,23.586375,87.2875583333,m
12,23.580015,87.287475,m
5,23.579305,87.2915383333,m
14,23.5741483333,87.29571,m
51,23.574105,87.299195,m
153,23.572095,87.3025716667,m
26,23.5715,87.3025616667,m
2,23.5626883333,87.2987933333,m
49,23.5600916667,87.298785,m
12,23.5574866667,87.29876,m
29,23.5512216667,87.29662,m
4,23.5487133333,87.3008766667,m
60,23.544425,87.30834,m
26,23.54246,87.3069483333,m
7,23.5433583333,87.304565,m
9,23.5445966667,87.3020483333,m
6,23.5417333333,87.3001016667,m
6,23.5388316667,87.2981916667,m
12,23.5375266667,87.2967266667,m
80,23.535615,87.2974,m
56,23.5356516667,87.29794,m
26,23.5281216667,87.31115,m
5,23.5272433333,87.311155,m
7,23.5002983333,87.3059666667,m
3,23.49648,87.3135566667,m
94,23.494225,87.3171066667,m
