253,23.5643316667,87.2830066667,m
7,23.57196,87.285215,m
17,23.572065,87.2783916667,m
6,23.573615,87.276525,m
3,23.5765266667,87.27485,m
27,23.5822966667,87.2760183333,m
3,23.5786533333,87.2827166667,m
2,23.58349,87.2834683333,m
8,23.58878,87.2820016667,m
4,23.590715,87.2844366667,m
5,23.5889216667,87.286225,m
11,23.58641,87.287575,m
16,23.5800283333,87.287455,m
3,23.5793016667,87.291555,m
126,23.5741133333,87.2992116667,m
59,23.5721233333,87.302535,m
3,23.5711916667,87.3025183333,m
32,23.568125,87.2988616667,m
14,23.559935,87.2987266667,m
42,23.5549566667,87.298755,m
6,23.548215,87.3037333333,m
6,23.5481766667,87.306495,m
35,23.54647,87.3097833333,m
18,23.54459,87.3084233333,m
11,23.5424183333,87.3069433333,m
4,23.54465,87.3021183333,m
12,23.537495,87.2967216667,m
12,23.536065,87.2958366667,m
132,23.53561,87.2973733333,m
21,23.5355916667,87.2981966667,m
6,23.5333516667,87.3065066667,m
18,23.528125,87.311155,m
43,23.5271983333,87.3111366667,m
79,23.4943383333,87.3170966667,m
