239,23.564325,87.2829533333,m
15,23.5736866667,87.27647,m
2,23.5763283333,87.2749833333,m
9,23.5796533333,87.2734966667,m
82,23.5823016667,87.2760316667,m
3,23.57999,87.283445,m
17,23.5887866667,87.2820133333,m
9,23.5800033333,87.2874783333,m
7,23.5741016667,87.29923,m
185,23.57213,87.302575,m
30,23.5599233333,87.298765,m
8,23.5574216667,87.2987516667,m
9,23.548175,87.3066533333,m
47,23.5464916667,87.3097783333,m
14,23.5442183333,87.3082,m
5,23.5433783333,87.3045966667,m
2,23.5446333333,87.3020966667,m
3,23.5388466667,87.29819,m
21,23.5367783333,87.29632,m
220,23.535785,87.2977233333,m
10,23.528175,87.31112,m
7,23.5271933333,87.3111366667,m
2,23.5037133333,87.3078083333,m
3,23.5003516667,87.3059833333,m
247,23.494625,87.3171633333,m
