Latitude,Longitude,Altitude,Timestamp
23.49453,87.3171783333,73.0,11:59:29
23.49453,87.3171766667,73.0,11:59:30
23.49453,87.3171766667,73.0,11:59:31
23.49453,87.3171766667,73.0,11:59:32
23.49453,87.3171766667,73.0,11:59:33
23.49453,87.3171766667,73.0,11:59:34
23.49453,87.3171766667,73.0,11:59:35
23.49453,87.3171766667,73.0,11:59:36
23.49453,87.3171766667,73.0,11:59:37
23.49453,87.3171766667,73.0,11:59:38
23.49453,87.3171766667,73.0,11:59:39
23.49453,87.3171766667,73.0,11:59:40
23.49453,87.3171766667,73.0,11:59:41
23.49453,87.3171766667,73.0,11:59:42
23.49453,87.3171766667,73.0,11:59:43
23.49453,87.3171766667,73.0,11:59:44
23.49453,87.3171766667,73.0,11:59:45
23.4945283333,87.3171766667,73.0,11:59:46
23.4945283333,87.3171766667,73.0,11:59:47
23.4945283333,87.3171766667,73.0,11:59:48
23.4945283333,87.3171766667,73.0,11:59:49
23.4945283333,87.3171766667,73.0,11:59:50
23.4945283333,87.3171766667,73.0,11:59:51
23.4945283333,87.3171766667,73.0,11:59:52
23.4945283333,87.3171766667,73.0,11:59:53
23.4945283333,87.3171766667,73.0,11:59:54
23.4945283333,87.3171766667,73.0,11:59:55
23.4945283333,87.3171766667,73.0,11:59:56
23.4945283333,87.3171766667,73.0,11:59:57
23.4945283333,87.3171766667,73.0,11:59:58
23.4945283333,87.3171766667,73.0,11:59:59
23.4945283333,87.3171766667,73.0,12:00:00
23.4945283333,87.3171766667,73.0,12:00:01
23.4945283333,87.3171766667,73.0,12:00:02
23.4945283333,87.3171766667,73.0,12:00:03
23.4945283333,87.3171766667,73.0,12:00:04
23.4945283333,87.3171766667,73.0,12:00:05
23.4945283333,87.3171766667,73.0,12:00:06
23.4945283333,87.3171766667,73.0,12:00:07
23.4945283333,87.3171766667,73.0,12:00:08
23.4945283333,87.3171766667,73.0,12:00:09
23.4945283333,87.3171766667,73.0,12:00:10
23.4945283333,87.3171766667,73.0,12:00:11
23.4945283333,87.3171766667,73.0,12:00:12
23.4945283333,87.3171766667,73.0,12:00:13
23.4945283333,87.3171766667,73.0,12:00:14
23.4945283333,87.3171766667,73.0,12:00:15
23.4945283333,87.3171766667,73.0,12:00:16
23.4945283333,87.3171766667,73.0,12:00:17
23.4945266667,87.3171766667,73.0,12:00:18
23.494515,87.3171716667,72.9,12:00:19
23.4944983333,87.3171716667,72.8,12:00:20
23.494485,87.31717,72.7,12:00:21
23.494475,87.3171683333,72.7,12:00:22
23.49447,87.317165,72.7,12:00:23
23.4944666667,87.317165,72.7,12:00:24
23.494465,87.317165,72.7,12:00:25
23.494465,87.317165,72.7,12:00:26
23.494465,87.317165,72.7,12:00:27
23.494465,87.317165,72.7,12:00:28
23.494465,87.317165,72.8,12:00:29
23.494465,87.317165,72.8,12:00:30
23.494465,87.317165,72.7,12:00:31
23.494465,87.317165,72.7,12:00:32
