Latitude,Longitude,Altitude,Timestamp
23.4944883333,87.3171233333,74.1,18:28:18
23.4944883333,87.3171233333,74.1,18:28:19
23.4944883333,87.3171233333,74.1,18:28:20
23.4944883333,87.3171233333,74.1,18:28:21
23.4944883333,87.3171233333,74.1,18:28:22
23.4944883333,87.3171233333,74.1,18:28:23
23.4944883333,87.3171233333,74.1,18:28:24
23.4944883333,87.3171233333,74.1,18:28:25
23.4944883333,87.3171233333,74.1,18:28:26
23.4944883333,87.3171233333,74.1,18:28:27
23.4944883333,87.3171233333,74.1,18:28:28
23.4944883333,87.3171233333,74.1,18:28:29
23.4944883333,87.3171233333,74.1,18:28:30
23.4944883333,87.3171233333,74.1,18:28:31
23.4944883333,87.3171233333,74.1,18:28:32
23.4944883333,87.3171233333,74.1,18:28:33
23.4944883333,87.3171233333,74.1,18:28:34
23.4944883333,87.3171233333,74.1,18:28:35
23.4944883333,87.3171233333,74.1,18:28:36
23.4944883333,87.3171233333,74.1,18:28:37
23.4944883333,87.3171233333,74.1,18:28:38
23.4944883333,87.3171233333,74.1,18:28:39
23.4944883333,87.3171233333,74.1,18:28:40
23.4944883333,87.3171233333,74.1,18:28:41
23.4944883333,87.3171233333,74.1,18:28:42
23.4944883333,87.3171233333,74.1,18:28:43
23.4944883333,87.3171233333,74.1,18:28:44
23.4944883333,87.3171233333,74.1,18:28:45
23.4944883333,87.3171233333,74.1,18:28:46
23.4944883333,87.3171233333,74.1,18:28:47
23.4944883333,87.3171233333,74.1,18:28:48
23.4944883333,87.3171233333,74.1,18:28:49
23.4944883333,87.3171233333,74.1,18:28:50
23.4944883333,87.3171233333,74.1,18:28:51
23.4944883333,87.3171233333,74.1,18:28:52
23.4944883333,87.3171233333,74.1,18:28:53
23.4944883333,87.3171233333,74.1,18:28:54
23.4944883333,87.3171233333,74.1,18:28:55
23.4944883333,87.3171233333,74.1,18:28:56
23.4944883333,87.3171233333,74.1,18:28:57
23.4944883333,87.3171233333,74.1,18:28:58
23.4944883333,87.3171233333,74.1,18:28:59
23.4944883333,87.3171233333,74.1,18:29:00
23.4944883333,87.3171233333,74.1,18:29:01
23.4944883333,87.3171233333,74.1,18:29:02
23.4944883333,87.3171233333,74.1,18:29:03
23.4944883333,87.3171233333,74.1,18:29:04
23.4944883333,87.3171233333,74.1,18:29:05
23.4944883333,87.3171233333,74.1,18:29:06
23.4944883333,87.3171233333,74.0,18:29:07
23.4944883333,87.3171233333,74.0,18:29:08
23.4944883333,87.3171216667,74.0,18:29:09
23.4944866667,87.3171216667,74.0,18:29:10
23.4944866667,87.3171216667,74.0,18:29:11
23.4944866667,87.3171216667,74.0,18:29:12
23.4944866667,87.3171216667,74.0,18:29:13
23.4944866667,87.3171216667,74.0,18:29:14
23.4944866667,87.3171216667,74.0,18:29:15
23.4944866667,87.3171216667,74.0,18:29:16
23.4944866667,87.3171216667,74.0,18:29:17
23.4944866667,87.3171216667,74.0,18:29:18
23.4944866667,87.3171216667,74.0,18:29:19
23.4944866667,87.3171216667,74.0,18:29:20
23.4944866667,87.3171216667,74.0,18:29:21
23.4944866667,87.3171216667,74.0,18:29:22
23.4944866667,87.3171216667,74.0,18:29:23
23.4944866667,87.3171216667,74.0,18:29:24
23.494485,87.31712,74.0,18:29:25
23.4944783333,87.3171183333,74.1,18:29:26
23.49447,87.3171166667,74.2,18:29:27
23.4944633333,87.317115,74.2,18:29:28
23.4944566667,87.3171116667,74.2,18:29:29
23.494455,87.31711,74.2,18:29:30
23.4944533333,87.3171083333,74.2,18:29:31
23.4944533333,87.3171066667,74.2,18:29:32
23.4944533333,87.317105,74.2,18:29:33
23.4944533333,87.317105,74.2,18:29:34
23.4944516667,87.317105,74.2,18:29:35
23.4944466667,87.3171033333,74.3,18:29:36
23.4944383333,87.3171016667,74.3,18:29:37
23.4944316667,87.3171,74.4,18:29:38
23.4944233333,87.3171,74.4,18:29:39
23.4944133333,87.3171,74.4,18:29:40
23.494405,87.3171,74.5,18:29:41
23.4943983333,87.3171,74.6,18:29:42
23.494395,87.3170983333,74.7,18:29:43
23.4943933333,87.3170966667,74.8,18:29:44
23.4943933333,87.317095,75.0,18:29:45
23.4943916667,87.317095,75.1,18:29:46
23.4943916667,87.317095,75.2,18:29:47
23.49439,87.317095,75.2,18:29:48
23.49439,87.317095,75.2,18:29:49
23.49439,87.317095,75.2,18:29:50
23.49439,87.317095,75.2,18:29:51
23.49439,87.317095,75.3,18:29:52
23.49439,87.317095,75.3,18:29:53
23.49439,87.317095,75.3,18:29:54
23.49439,87.3170933333,75.3,18:29:55
23.49439,87.3170933333,75.3,18:29:56
23.49439,87.3170933333,75.3,18:29:57
23.49439,87.3170933333,75.3,18:29:58
23.49439,87.3170933333,75.3,18:29:59
23.49439,87.3170933333,75.3,18:30:00
23.49439,87.3170933333,75.3,18:30:01
23.49439,87.3170933333,75.4,18:30:02
23.49439,87.3170933333,75.4,18:30:03
23.49439,87.3170933333,75.4,18:30:04
23.49439,87.3170933333,75.4,18:30:05
23.49439,87.3170933333,75.4,18:30:06
23.49439,87.3170933333,75.4,18:30:07
23.49439,87.3170933333,75.4,18:30:08
23.49439,87.3170933333,75.4,18:30:09
23.49439,87.3170933333,75.4,18:30:10
23.49439,87.3170933333,75.4,18:30:11
23.49439,87.3170933333,75.4,18:30:12
23.49439,87.3170933333,75.4,18:30:13
23.49439,87.3170933333,75.4,18:30:14
23.49439,87.3170933333,75.4,18:30:15
23.49439,87.3170933333,75.4,18:30:16
23.49439,87.3170933333,75.4,18:30:17
23.49439,87.3170933333,75.4,18:30:18
23.49439,87.3170933333,75.4,18:30:19
23.49439,87.3170933333,75.4,18:30:20
23.49439,87.3170933333,75.4,18:30:21
23.49439,87.3170933333,75.4,18:30:22
23.49439,87.3170933333,75.4,18:30:23
23.49439,87.3170933333,75.4,18:30:24
23.49439,87.3170933333,75.4,18:30:25
23.4943883333,87.3170933333,75.4,18:30:26
23.4943883333,87.3170933333,75.4,18:30:27
23.4943866667,87.317095,75.4,18:30:28
23.4943833333,87.317095,75.4,18:30:29
23.4943783333,87.3170966667,75.5,18:30:30
23.49437,87.3170983333,75.4,18:30:31
