Group ID,Consecutive Group Distance(mts),Wait time,Farthest distance(mts),Group length,Group(Wait time,Latitude,Longitude)
1,-1.0,11,0.0,1,	['11,23.5466316667,87.3098183333']
2,1515.79,2,0.0,1,	['2,23.555525,87.2985483333']
3,496.8,10,0.0,1,	['10,23.5599916667,87.29866']
4,1391.19,62,0.3,3,	['38,23.57199,87.3025283333', '11,23.5719883333,87.3025266667', '13,23.57199,87.3025266667']
5,456.64,3,0.0,1,	['3,23.5740116667,87.2986283333']
6,1322.99,8,0.0,1,	['8,23.58003,87.28743']
7,1218.36,17,0.0,1,	['17,23.5906466667,87.2844733333']
8,324.26,26,0.0,1,	['26,23.5887766667,87.2820316667']
9,1133.48,2,0.0,1,	['2,23.57859,87.2824416667']
10,361.63,28,0.0,2,	['22,23.5803,87.2794233333', '6,23.5803,87.2794233333']
11,395.94,128,0.3,3,	['48,23.5821266667,87.2760883333', '36,23.5821266667,87.27609', '44,23.582125,87.27609']
12,390.06,8,0.0,1,	['8,23.57949,87.2735633333']
13,710.73,10,0.0,1,	['10,23.573725,87.276575']
14,1229.68,1232,26.2,33,	['149,23.5643283333,87.2829366667', '11,23.5642416667,87.28313', '3,23.5642666667,87.283095', '5,23.5642683333,87.283095', '3,23.5642666667,87.283095', '7,23.5642683333,87.283095', '3,23.5642666667,87.283095', '33,23.5642683333,87.283095', '30,23.5642666667,87.283095', '113,23.5642683333,87.283095', '70,23.56427,87.283095', '56,23.5643116667,87.283035', '15,23.5643133333,87.283035', '4,23.5643133333,87.2830366667', '23,23.5643116667,87.2830366667', '63,23.5643133333,87.2830366667', '41,23.564315,87.2830366667', '4,23.5643283333,87.282935', '5,23.5643283333,87.2829366667', '27,23.5643283333,87.282935', '19,23.5643283333,87.2829366667', '71,23.5643283333,87.282935', '133,23.56433,87.282935', '18,23.5643283333,87.282935', '10,23.56433,87.282935', '78,23.5643283333,87.282935', '26,23.5643266667,87.2829366667', '88,23.5643266667,87.282935', '14,23.564325,87.282935', '3,23.564325,87.2829333333', '55,23.5643266667,87.2829333333', '24,23.5642933333,87.28288', '28,23.564295,87.28288']
15,897.44,6,0.0,1,	['6,23.5722433333,87.2813516667']
16,518.41,5,0.0,1,	['5,23.5736633333,87.2765066667']
17,726.19,26,0.0,1,	['26,23.579585,87.2735016667']
18,397.13,36,0.0,1,	['36,23.5822816667,87.2760566667']
19,414.51,7,0.0,1,	['7,23.5802566667,87.2794716667']
20,377.38,5,0.0,1,	['5,23.57863,87.2827216667']
21,1132.24,21,0.0,1,	['21,23.5887916667,87.2820116667']
22,330.24,5,0.0,1,	['5,23.5905416667,87.28463']
23,552.45,3,0.0,1,	['3,23.5863733333,87.28758']
24,701.36,10,0.0,1,	['10,23.5800666667,87.28747']
25,426.05,4,0.0,1,	['4,23.579295,87.291565']
26,477.85,10,0.0,1,	['10,23.5749983333,87.2914766667']
27,439.96,7,0.0,1,	['7,23.5741716667,87.2956983333']
28,359.15,79,0.0,1,	['79,23.57411,87.2992216667']
29,337.3,3,0.0,1,	['3,23.574195,87.30253']
30,215.47,56,0.6,2,	['49,23.5722583333,87.3026016667', '7,23.5722533333,87.3026']
31,489.78,2,0.0,1,	['2,23.5678533333,87.3023783333']
32,482.64,4,0.0,1,	['4,23.564955,87.2988533333']
33,548.23,7,0.0,1,	['7,23.560025,87.2987883333']
34,999.85,3,0.0,1,	['3,23.5512583333,87.2966066667']
35,1451.02,18,8.3,2,	['12,23.5466233333,87.3099133333', '6,23.5465616667,87.3098683333']
36,291.72,6,0.0,1,	['6,23.5443783333,87.3082816667']
37,256.4,2,0.0,1,	['2,23.5424183333,87.3069566667']
38,552.23,14,0.0,1,	['14,23.54464,87.3021116667']
39,241.52,14,0.0,1,	['14,23.5428083333,87.3008383333']
40,299.5,15,0.0,1,	['15,23.5405183333,87.2992916667']
41,423.27,43,0.0,1,	['43,23.537525,87.2967266667']
42,220.19,162,16.6,7,	['46,23.535765,87.2977166667', '42,23.53574,87.2976083333', '4,23.535765,87.297715', '6,23.535765,87.2977133333', '41,23.535765,87.297715', '3,23.5357683333,87.2977666667', '20,23.5357683333,87.2977683333']
43,928.17,6,0.0,1,	['6,23.5333783333,87.3064916667']
44,748.97,12,0.0,1,	['12,23.52818,87.3111633333']
45,195.72,4,0.2,2,	['2,23.52642,87.3111866667', '2,23.52642,87.311185']
46,3590.74,508,43.4,19,	['296,23.4946016667,87.3171966667', '20,23.4945883333,87.3172033333', '22,23.4945333333,87.3171983333', '25,23.4945333333,87.3172', '4,23.49449,87.31716', '3,23.4944883333,87.31716', '8,23.49449,87.31716', '2,23.4944316667,87.31713', '9,23.4944333333,87.3171316667', '27,23.4944333333,87.31713', '5,23.4944233333,87.3171283333', '2,23.4944216667,87.3171283333', '16,23.4944216667,87.3171266667', '3,23.4943966667,87.317125', '2,23.4943966667,87.3171266667', '6,23.4943966667,87.317125', '45,23.494395,87.317125', '8,23.4942666667,87.317135', '5,23.4942183333,87.317115']
