Group ID,Consecutive Group Distance(mts),Wait time,Farthest distance(mts),Group length,Group(Wait time,Latitude,Longitude)
1,-1.0,1412,67.0,41,	['170,23.5644,87.2829583333', '86,23.56438,87.282995', '130,23.564385,87.2829766667', '30,23.564385,87.282975', '3,23.5643866667,87.282975', '18,23.5643866667,87.2829733333', '21,23.5643883333,87.2829733333', '14,23.5643883333,87.2829716667', '34,23.56439,87.2829716667', '44,23.56439,87.28297', '49,23.56439,87.2829683333', '5,23.5643916667,87.2829683333', '2,23.56439,87.2829683333', '49,23.5643916667,87.2829683333', '90,23.5643916667,87.2829666667', '13,23.5643933333,87.2829666667', '64,23.5643933333,87.282965', '12,23.564395,87.282965', '7,23.564395,87.282965', '2,23.564395,87.2829633333', '8,23.564395,87.282965', '20,23.564395,87.2829633333', '32,23.5643966667,87.2829633333', '16,23.5643966667,87.2829616667', '2,23.5643983333,87.2829616667', '22,23.5643983333,87.28296', '21,23.5643983333,87.2829583333', '26,23.5644,87.2829566667', '130,23.5644016667,87.2829566667', '70,23.5644016667,87.282955', '29,23.5644016667,87.2829566667', '63,23.5644016667,87.282955', '70,23.5644016667,87.2829533333', '28,23.5644033333,87.2829516667', '3,23.5643683333,87.2828333333', '3,23.5643566667,87.2828083333', '3,23.5643566667,87.28281', '3,23.5645533333,87.2823683333', '2,23.5645533333,87.2823666667', '4,23.564555,87.2823666667', '14,23.5645566667,87.2823666667']
2,542.25,8,0.2,2,	['6,23.5672433333,87.2868066667', '2,23.5672433333,87.2868083333']
3,551.98,2,0.0,1,	['2,23.5720083333,87.2852883333']
4,700.23,5,0.0,1,	['5,23.572095,87.2784183333']
5,261.21,5,0.0,1,	['5,23.5736783333,87.276525']
6,731.85,23,0.0,1,	['23,23.5796383333,87.2734783333']
7,394.87,35,0.0,1,	['35,23.58232,87.2760183333']
8,792.32,14,0.0,1,	['14,23.5786716667,87.2826966667']
9,141.81,7,0.0,1,	['7,23.57978,87.283385']
10,1015.82,57,0.0,1,	['57,23.5888266667,87.2819983333']
11,633.79,5,0.0,1,	['5,23.586325,87.2875866667']
12,876.35,22,0.0,1,	['22,23.57933,87.2915483333']
13,579.93,5,0.0,1,	['5,23.574115,87.29162']
14,409.88,3,0.0,1,	['3,23.5742233333,87.29564']
15,369.08,69,0.0,1,	['69,23.57413,87.29926']
16,400.28,104,75.3,3,	['88,23.5722583333,87.302615', '12,23.57172,87.3025966667', '4,23.5715816667,87.3025816667']
17,537.22,7,0.0,1,	['7,23.5681316667,87.2988916667']
18,892.38,26,0.2,2,	['24,23.5601066667,87.2988066667', '2,23.560105,87.2988066667']
19,1005.05,2,0.0,1,	['2,23.5512983333,87.296595']
20,807.72,11,0.0,1,	['11,23.548245,87.303785']
21,626.13,18,0.0,1,	['18,23.54451,87.3083816667']
22,266.54,20,0.0,1,	['20,23.5424933333,87.3069683333']
23,266.52,15,0.0,1,	['15,23.5433966667,87.3045466667']
24,288.23,16,0.0,1,	['16,23.54459,87.3020366667']
25,185.74,6,0.0,1,	['6,23.54316,87.301095']
26,181.52,9,0.0,1,	['9,23.541795,87.3001183333']
27,164.44,20,0.0,1,	['20,23.54054,87.299265']
28,213.77,7,0.0,1,	['7,23.538875,87.2982166667']
29,209.96,17,0.0,1,	['17,23.5375666667,87.2967316667']
30,229.36,216,70.3,10,	['99,23.5355716667,87.2973033333', '7,23.5356116667,87.2973366667', '2,23.5356266667,87.2973566667', '7,23.5356266667,87.297355', '6,23.5356283333,87.297355', '8,23.5357033333,87.2975016667', '12,23.5356816667,87.2976366667', '23,23.5356833333,87.2976366667', '5,23.5357066667,87.2979766667', '47,23.5357066667,87.297975']
31,1583.04,40,0.0,1,	['40,23.5281916667,87.3111633333']
32,105.82,61,0.0,1,	['61,23.52724,87.3111716667']
33,3030.56,8,0.0,1,	['8,23.5004083333,87.3059566667']
34,1313.03,615,36.3,17,	['286,23.4946233333,87.3171816667', '39,23.4946233333,87.31718', '33,23.4946216667,87.31718', '35,23.49458,87.3171733333', '13,23.4945783333,87.3171733333', '4,23.49458,87.3171716667', '39,23.4945516667,87.317165', '3,23.4944266667,87.3171216667', '27,23.49437,87.3171233333', '31,23.49437,87.3171216667', '11,23.49437,87.3171233333', '13,23.4943683333,87.3171233333', '4,23.4943683333,87.3171216667', '9,23.4943683333,87.3171233333', '29,23.4943683333,87.3171216667', '37,23.4943666667,87.3171216667', '2,23.4943016667,87.3171216667']
