Group ID,Consecutive Group Distance(mts),Wait time,Farthest distance(mts),Group length,Group(Wait time,Latitude,Longitude)
1,-1.0,1901,69.7,62,	['253,23.5643316667,87.2830066667', '11,23.5643316667,87.283005', '107,23.5643333333,87.283005', '65,23.5643333333,87.2830033333', '50,23.5643333333,87.2830016667', '20,23.5643333333,87.283', '21,23.5643316667,87.283', '55,23.5643316667,87.2829983333', '66,23.5643316667,87.2829966667', '68,23.5643316667,87.282995', '15,23.56433,87.282995', '36,23.56433,87.2829933333', '23,23.5643283333,87.2829933333', '23,23.5643283333,87.2829916667', '23,23.5643283333,87.28299', '20,23.5643283333,87.2829883333', '7,23.5643283333,87.2829866667', '16,23.5643266667,87.2829866667', '39,23.5643266667,87.282985', '39,23.5643266667,87.2829833333', '31,23.5643266667,87.2829816667', '22,23.5643266667,87.28298', '6,23.564325,87.28298', '44,23.564325,87.2829783333', '51,23.564325,87.2829766667', '32,23.564325,87.282975', '4,23.5643233333,87.282975', '7,23.564315,87.2829', '9,23.564315,87.2829', '24,23.5643133333,87.2829', '41,23.5643133333,87.2828983333', '22,23.5643133333,87.2828966667', '12,23.5643116667,87.2828966667', '38,23.5643116667,87.282895', '2,23.5643116667,87.2828933333', '46,23.56431,87.2828933333', '11,23.56431,87.2828916667', '29,23.5643116667,87.2828916667', '31,23.5643116667,87.28289', '106,23.5643116667,87.2828883333', '29,23.56431,87.2828883333', '11,23.56431,87.2828866667', '53,23.5643083333,87.2828866667', '10,23.56431,87.2828866667', '70,23.5643083333,87.2828866667', '19,23.5643083333,87.282885', '4,23.5643066667,87.282885', '14,23.5643066667,87.2828866667', '4,23.5643083333,87.2828833333', '3,23.5643066667,87.2828833333', '16,23.5643066667,87.2828816667', '8,23.5643066667,87.2828833333', '2,23.564305,87.282885', '6,23.5643066667,87.282885', '46,23.564305,87.282885', '59,23.5643033333,87.282885', '5,23.5642933333,87.282875', '2,23.5642733333,87.2825266667', '5,23.5642733333,87.2825283333', '4,23.5642733333,87.2825266667', '3,23.5644816667,87.2823433333', '3,23.5644833333,87.2823433333']
2,881.38,7,0.0,1,	['7,23.57196,87.285215']
3,695.51,20,0.2,2,	['17,23.572065,87.2783916667', '3,23.5720633333,87.2783916667']
4,256.71,6,0.0,1,	['6,23.573615,87.276525']
5,366.01,3,0.0,1,	['3,23.5765266667,87.27485']
6,652.55,27,0.0,1,	['27,23.5822966667,87.2760183333']
7,793.79,3,0.0,1,	['3,23.5786533333,87.2827166667']
8,543.24,2,0.0,1,	['2,23.58349,87.2834683333']
9,606.91,8,0.0,1,	['8,23.58878,87.2820016667']
10,328.43,4,0.0,1,	['4,23.590715,87.2844366667']
11,270.14,5,0.0,1,	['5,23.5889216667,87.286225']
12,311.33,11,0.0,1,	['11,23.58641,87.287575']
13,709.71,16,0.0,1,	['16,23.5800283333,87.287455']
14,425.57,3,0.0,1,	['3,23.5793016667,87.291555']
15,970.42,126,0.0,1,	['126,23.5741133333,87.2992116667']
16,404.58,59,0.0,1,	['59,23.5721233333,87.302535']
17,103.61,3,0.0,1,	['3,23.5711916667,87.3025183333']
18,505.14,32,0.0,1,	['32,23.568125,87.2988616667']
19,910.79,14,0.0,1,	['14,23.559935,87.2987266667']
20,553.57,42,0.0,1,	['42,23.5549566667,87.298755']
21,905.24,6,0.0,1,	['6,23.548215,87.3037333333']
22,281.54,6,0.0,1,	['6,23.5481766667,87.306495']
23,385.19,35,0.0,1,	['35,23.54647,87.3097833333']
24,250.84,18,0.0,1,	['18,23.54459,87.3084233333']
25,284.73,11,0.0,1,	['11,23.5424183333,87.3069433333']
26,550.91,4,0.0,1,	['4,23.54465,87.3021183333']
27,967.28,12,0.0,1,	['12,23.537495,87.2967216667']
28,182.82,14,40.1,2,	['12,23.536065,87.2958366667', '2,23.5363616667,87.29606']
29,164.62,165,84.0,6,	['132,23.53561,87.2973733333', '2,23.5356216667,87.2973933333', '2,23.5356316667,87.2975233333', '2,23.5356333333,87.297525', '6,23.5355933333,87.2981966667', '21,23.5355916667,87.2981966667']
30,883.03,19,1.5,4,	['6,23.5333516667,87.3065066667', '2,23.5333583333,87.306495', '5,23.53335,87.3065066667', '6,23.5333516667,87.306505']
31,750.0,18,0.0,1,	['18,23.528125,87.311155']
32,103.06,43,0.0,1,	['43,23.5271983333,87.3111366667']
33,3704.06,474,42.5,14,	['79,23.4943383333,87.3170966667', '149,23.4946166667,87.31717', '43,23.49454,87.3171733333', '77,23.4945383333,87.3171733333', '11,23.4944816667,87.3171183333', '29,23.4944816667,87.31712', '2,23.4944183333,87.3170933333', '26,23.4944183333,87.317095', '3,23.49434,87.3170966667', '2,23.49434,87.3170966667', '15,23.49434,87.317095', '28,23.4943366667,87.3170966667', '8,23.4942516667,87.317095', '2,23.4942416667,87.3170916667']
