Group ID,Consecutive Group Distance(mts),Wait time,Farthest distance(mts),Group length,Group(Wait time,Latitude,Longitude)
1,-1.0,1203,44.5,35,	['135,23.56432,87.2829383333', '6,23.5643166667,87.282935', '25,23.564315,87.282935', '49,23.5643166667,87.282935', '6,23.5643183333,87.2829333333', '21,23.5643166667,87.2829333333', '33,23.5643116667,87.2829416667', '53,23.5643133333,87.2829416667', '16,23.5643133333,87.28294', '46,23.564315,87.28294', '60,23.5643166667,87.28294', '109,23.5643183333,87.28294', '19,23.5643183333,87.2829383333', '16,23.56432,87.2829383333', '4,23.56432,87.28294', '33,23.5643216667,87.2829383333', '20,23.5643233333,87.2829383333', '6,23.564325,87.2829383333', '53,23.564325,87.2829366667', '3,23.5643266667,87.2829366667', '7,23.5643266667,87.282935', '114,23.5643266667,87.2829366667', '109,23.5643283333,87.2829366667', '15,23.56433,87.2829366667', '27,23.56433,87.2829383333', '2,23.56433,87.2829366667', '23,23.56433,87.2829383333', '44,23.56433,87.2829366667', '35,23.5643316667,87.2829366667', '65,23.5643316667,87.2829383333', '23,23.56433,87.2829383333', '2,23.5642666667,87.2828516667', '4,23.564265,87.2828516667', '2,23.5642683333,87.2825966667', '18,23.5643283333,87.282505']
2,956.34,13,0.0,1,	['13,23.5720666667,87.27841']
3,261.59,13,0.0,1,	['13,23.5736433333,87.276505']
4,362.78,3,0.0,1,	['3,23.5765366667,87.27486']
5,366.9,15,0.0,1,	['15,23.5795816667,87.2734733333']
6,397.1,58,0.0,1,	['58,23.5822766667,87.27603']
7,415.08,5,0.0,1,	['5,23.58024,87.2794433333']
8,379.49,6,0.0,1,	['6,23.5786016667,87.28271']
9,1130.76,38,0.2,2,	['36,23.58875,87.282', '2,23.5887516667,87.282']
10,630.14,6,0.0,1,	['6,23.5863433333,87.2875983333']
11,702.42,10,0.0,1,	['10,23.5800266667,87.287525']
12,412.69,9,0.0,1,	['9,23.579795,87.2915666667']
13,410.17,11,0.0,1,	['11,23.5761066667,87.291505']
14,819.73,103,0.0,1,	['103,23.5740533333,87.29923']
15,402.07,64,6.4,2,	['62,23.5722166667,87.3026283333', '2,23.5721766667,87.3025833333']
16,582.09,19,0.2,2,	['17,23.568185,87.2988883333', '2,23.5681866667,87.2988883333']
17,905.13,29,0.0,1,	['29,23.560045,87.2988583333']
18,903.17,10,0.0,1,	['10,23.5521,87.2970166667']
19,545.52,6,0.0,1,	['6,23.548705,87.30088']
20,950.33,84,0.0,1,	['84,23.5465916667,87.3099133333']
21,544.7,20,0.1,2,	['18,23.5424566667,87.3070483333', '2,23.5424566667,87.30705']
22,264.3,4,0.0,1,	['4,23.5433633333,87.3046516667']
23,291.83,7,0.0,1,	['7,23.54462,87.3021383333']
24,375.46,9,0.0,1,	['9,23.541745,87.3002066667']
25,169.11,6,0.0,1,	['6,23.5404416667,87.2993516667']
26,412.38,13,0.0,1,	['13,23.5375333333,87.2968416667']
27,212.4,232,6.1,7,	['92,23.535715,87.29748', '63,23.5357016667,87.297425', '25,23.5357033333,87.29743', '12,23.5357083333,87.2974566667', '24,23.53571,87.2974633333', '13,23.535715,87.2974816667', '3,23.535715,87.2974833333']
28,113.17,47,0.0,1,	['47,23.5353716667,87.2985283333']
29,1516.69,3,0.0,1,	['3,23.5281733333,87.311165']
30,109.2,40,0.0,1,	['40,23.5271916667,87.311195']
31,870.51,2,0.0,1,	['2,23.5193633333,87.3112716667']
32,1790.47,18,1.1,3,	['14,23.503585,87.3077683333', '2,23.5035916667,87.3077733333', '2,23.5035933333,87.3077733333']
33,399.85,3,0.0,1,	['3,23.500355,87.306045']
34,1301.67,351,25.4,12,	['224,23.4946016667,87.3171616667', '7,23.49459,87.3171583333', '9,23.4945866667,87.317155', '15,23.4945866667,87.3171566667', '12,23.49457,87.3171583333', '10,23.4945683333,87.3171583333', '4,23.4944733333,87.3171633333', '3,23.4944733333,87.3171616667', '10,23.4944733333,87.3171633333', '12,23.4943966667,87.317175', '40,23.494395,87.317175', '5,23.4943733333,87.3171733333']
