23.5643016667,87.2829783333,96.9,10:52:06
23.5643066667,87.282965,96.9,10:52:07
23.56431,87.282955,96.8,10:52:08
23.5643133333,87.2829466667,96.6,10:52:09
23.564315,87.28294,96.7,10:52:10
23.564315,87.2829383333,96.8,10:52:11
23.5643166667,87.2829366667,97.0,10:52:12
23.5643183333,87.282935,97.1,10:52:13
23.5643166667,87.282935,97.1,10:52:14
23.5643166667,87.282935,97.1,10:52:15
23.5643166667,87.282935,97.1,10:52:16
23.5643166667,87.282935,97.1,10:52:17
23.5643166667,87.282935,97.1,10:52:18
23.5643166667,87.282935,97.1,10:52:19
23.5643166667,87.282935,97.1,10:52:20
23.564315,87.282935,97.1,10:52:21
23.564315,87.282935,97.0,10:52:22
23.564315,87.282935,97.0,10:52:23
23.564315,87.282935,97.0,10:52:24
23.564315,87.282935,97.0,10:52:25
23.564315,87.282935,97.0,10:52:26
23.564315,87.282935,97.0,10:52:27
23.564315,87.282935,97.0,10:52:28
23.564315,87.282935,97.0,10:52:29
23.564315,87.282935,97.0,10:52:30
23.564315,87.282935,97.0,10:52:31
23.564315,87.282935,97.0,10:52:32
23.564315,87.282935,97.0,10:52:33
23.564315,87.282935,97.0,10:52:34
23.564315,87.282935,97.0,10:52:35
23.564315,87.282935,97.0,10:52:36
23.564315,87.282935,97.0,10:52:37
23.564315,87.282935,97.0,10:52:38
23.564315,87.282935,97.0,10:52:39
23.564315,87.282935,97.0,10:52:40
23.564315,87.282935,97.0,10:52:41
23.564315,87.282935,97.0,10:52:42
23.564315,87.282935,97.0,10:52:43
23.564315,87.282935,97.0,10:52:44
23.564315,87.282935,97.0,10:52:45
23.564315,87.282935,97.0,10:52:46
23.5643166667,87.282935,97.0,10:52:47
23.5643166667,87.282935,97.0,10:52:48
23.5643166667,87.282935,97.0,10:52:49
23.5643166667,87.282935,97.0,10:52:50
23.5643166667,87.282935,97.0,10:52:51
23.5643166667,87.282935,97.0,10:52:52
23.5643166667,87.282935,97.0,10:52:53
23.5643166667,87.282935,97.0,10:52:54
23.5643166667,87.282935,97.0,10:52:55
23.5643166667,87.282935,97.0,10:52:56
23.5643166667,87.282935,97.0,10:52:57
23.5643166667,87.282935,97.0,10:52:58
23.5643166667,87.282935,97.0,10:52:59
23.5643166667,87.282935,97.0,10:53:00
23.5643166667,87.282935,97.1,10:53:01
23.5643166667,87.282935,97.1,10:53:02
23.5643166667,87.282935,97.1,10:53:03
23.5643166667,87.282935,97.1,10:53:04
23.5643166667,87.282935,97.1,10:53:05
23.5643166667,87.282935,97.1,10:53:06
23.5643166667,87.282935,97.1,10:53:07
23.5643166667,87.282935,97.1,10:53:08
23.5643166667,87.282935,97.1,10:53:09
23.5643166667,87.282935,97.1,10:53:10
23.5643166667,87.282935,97.1,10:53:11
23.5643166667,87.282935,97.1,10:53:12
23.5643166667,87.282935,97.1,10:53:13
23.5643166667,87.282935,97.1,10:53:14
23.5643166667,87.282935,97.1,10:53:15
23.5643166667,87.282935,97.1,10:53:16
23.5643166667,87.282935,97.1,10:53:17
23.5643166667,87.282935,97.1,10:53:18
23.5643166667,87.282935,97.1,10:53:19
23.5643166667,87.282935,97.1,10:53:20
23.5643166667,87.282935,97.1,10:53:21
23.5643166667,87.282935,97.1,10:53:22
23.5643166667,87.282935,97.1,10:53:23
23.5643166667,87.282935,97.1,10:53:24
23.5643166667,87.282935,97.1,10:53:25
23.5643166667,87.282935,97.1,10:53:26
23.5643166667,87.282935,97.1,10:53:27
23.5643166667,87.282935,97.1,10:53:28
23.5643166667,87.282935,97.1,10:53:29
23.5643166667,87.282935,97.1,10:53:30
23.5643166667,87.282935,97.1,10:53:31
23.5643166667,87.282935,97.1,10:53:32
23.5643166667,87.282935,97.1,10:53:33
23.5643166667,87.282935,97.1,10:53:34
23.5643166667,87.282935,97.1,10:53:35
23.5643166667,87.282935,97.1,10:53:36
23.5643166667,87.2829333333,97.3,10:53:37
23.5643183333,87.2829333333,97.4,10:53:38
23.5643183333,87.2829333333,97.5,10:53:39
23.5643183333,87.2829333333,97.5,10:53:40
23.5643183333,87.2829333333,97.5,10:53:41
23.5643183333,87.2829333333,97.5,10:53:42
23.5643183333,87.2829333333,97.5,10:53:43
23.5643183333,87.2829333333,97.5,10:53:44
23.5643166667,87.2829333333,97.5,10:53:45
23.5643166667,87.2829333333,97.5,10:53:46
23.5643166667,87.2829333333,97.5,10:53:47
23.5643166667,87.2829333333,97.5,10:53:48
23.5643166667,87.2829333333,97.5,10:53:49
23.5643166667,87.2829333333,97.5,10:53:50
23.5643166667,87.2829333333,97.5,10:53:51
23.5643166667,87.2829333333,97.5,10:53:52
23.5643166667,87.2829333333,97.5,10:53:53
23.5643166667,87.2829333333,97.5,10:53:54
23.5643166667,87.2829333333,97.5,10:53:55
23.5643166667,87.2829333333,97.5,10:53:56
23.5643166667,87.2829333333,97.5,10:53:57
23.5643166667,87.2829333333,97.5,10:53:58
23.5643166667,87.2829333333,97.5,10:53:59
23.5643166667,87.2829333333,97.5,10:54:00
23.5643166667,87.2829333333,97.5,10:54:01
23.5643166667,87.2829333333,97.5,10:54:02
23.5643166667,87.2829333333,97.5,10:54:03
23.5643166667,87.2829333333,97.5,10:54:04
23.5643166667,87.2829333333,97.5,10:54:05
23.5643166667,87.2829333333,97.5,10:54:06
23.564315,87.2829366667,97.3,10:54:07
23.5643133333,87.28294,97.2,10:54:08
23.5643133333,87.28294,97.7,10:54:09
23.5643116667,87.2829416667,97.4,10:54:10
23.5643116667,87.2829416667,97.4,10:54:11
23.5643116667,87.2829416667,97.3,10:54:12
23.5643116667,87.2829416667,97.2,10:54:13
23.5643116667,87.2829416667,97.1,10:54:14
