#lat,long,speed,altitude,time
23.574144069644923,87.2957029473928,0.0,34.35454904515253,06:14:49,BusStop_17+
23.574144069644923,87.2957029473928,0.0,34.352681803663714,06:14:50,BusStop_17+
23.574144069644923,87.2957029473928,0.0,34.3476613030907,06:14:51
23.574144069644923,87.2957029473928,0.0,34.202747545091945,06:14:52
23.57418471922413,87.29574598468764,4.835443019866943,32.22080186907607,06:14:53
23.57428901483271,87.29888100492624,4.6562323570251465,14.153482492620997,06:15:33
23.57428901483271,87.29888100492624,0.0,14.157237529060577,06:15:34
23.57428901483271,87.29888100492624,0.0,14.160990513300643,06:15:35,BusStop_18+
23.574288936494373,87.29895293181305,4.635201930999756,13.820731516046905,06:15:36,BusStop_18+
23.574288936494373,87.29895293181305,0.0,13.81606303428238,06:15:37,BusStop_18+
23.574288936494373,87.29895293181305,0.0,13.811196640681505,06:15:38,BusStop_18+
23.574282036090644,87.29904615635806,2.7163619995117188,13.852892113799317,06:15:39,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.849267921182873,06:15:40,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.846481219716912,06:15:41,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.846714098678135,06:15:42,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.845715186197085,06:15:43,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.847614896490574,06:15:44,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.847957564173184,06:15:45,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.843326360021045,06:15:46,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.834197952116913,06:15:47,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.826330693220413,06:15:48,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.818908303805673,06:15:49,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.812424481227259,06:15:50,BusStop_18+
23.574282036090644,87.29904615635806,0.0,13.817867205047209,06:15:51,BusStop_18+
