187,23.5643683333,87.2829316667,m
10,23.5720516667,87.2783266667,m
11,23.573625,87.276525,m
7,23.5796016667,87.27349,m
58,23.5822866667,87.2760383333,m
12,23.5802816667,87.2794633333,m
6,23.5845483333,87.28349,m
15,23.58709,87.283505,m
3,23.588785,87.282045,m
10,23.59053,87.28466,m
11,23.5863733333,87.2875816667,m
14,23.5800783333,87.2874633333,m
7,23.57929,87.2915616667,m
7,23.5750433333,87.2915216667,m
5,23.574185,87.2956833333,m
32,23.5741116667,87.29923,m
144,23.57228,87.3026333333,m
20,23.560005,87.2988216667,m
2,23.55665,87.2987983333,m
4,23.5521533333,87.2970016667,m
9,23.5487183333,87.3010016667,m
5,23.5481633333,87.3076,m
104,23.54668,87.3099633333,m
30,23.5445133333,87.30843,m
4,23.543365,87.3045983333,m
3,23.544625,87.3021216667,m
4,23.5433816667,87.3012583333,m
7,23.5417966667,87.300135,m
3,23.5405433333,87.2993316667,m
28,23.5375833333,87.2968266667,m
99,23.5357016667,87.2974466667,m
2,23.5282483333,87.3111916667,m
21,23.5274733333,87.3112016667,m
8,23.5069816667,87.3097866667,m
5,23.5036316667,87.3077566667,m
3,23.5003783333,87.306005,m
10,23.4965516667,87.3134916667,m
194,23.49464,87.3171783333,m
