148,23.5644116667,87.282915,m
16,23.5735966667,87.27654,m
28,23.57958,87.2734966667,m
41,23.5822933333,87.27603,m
34,23.5887683333,87.2820283333,m
15,23.5905516667,87.2846166667,m
2,23.5889566667,87.286225,m
3,23.5863666667,87.2875966667,m
13,23.5800266667,87.2875166667,m
9,23.5792833333,87.2915466667,m
3,23.5750433333,87.2915133333,m
161,23.5740983333,87.2992383333,m
66,23.5722416667,87.3025766667,m
3,23.5600466667,87.298775,m
7,23.5512566667,87.2966216667,m
33,23.546545,87.309845,m
11,23.54243,87.3069483333,m
15,23.5446316667,87.3020916667,m
2,23.5417716667,87.30012,m
22,23.538615,87.2980533333,m
9,23.5374866667,87.2967083333,m
49,23.5357333333,87.2976016667,m
43,23.5333616667,87.3065366667,m
17,23.527225,87.3111683333,m
5,23.521005,87.3114366667,m
9,23.500095,87.3061333333,m
266,23.4946316667,87.3171866667,m
