Waiting time,BusStop Number,Latitude,Longitude
2,18:58:27,1,23.5643283333,87.28307
20,18:58:29,2,23.5643283333,87.2830716667
31,18:58:50,3,23.5643283333,87.28307
6,18:59:22,4,23.5643283333,87.2830683333
28,18:59:29,5,23.56433,87.2830683333
32,18:59:58,6,23.56433,87.2830666667
27,19:00:32,7,23.5643316667,87.283065
14,19:01:00,8,23.5643316667,87.2830633333
14,19:01:15,9,23.5643333333,87.2830633333
21,19:01:30,10,23.5643333333,87.2830616667
9,19:01:52,11,23.5643333333,87.28306
12,19:02:02,12,23.564335,87.28306
24,19:02:15,13,23.564335,87.2830583333
30,19:02:40,14,23.564335,87.2830566667
13,19:03:11,15,23.5643366667,87.2830566667
35,19:03:25,16,23.5643366667,87.283055
16,19:04:01,17,23.5643366667,87.2830533333
15,19:04:18,18,23.5643383333,87.2830533333
45,19:04:34,19,23.5643383333,87.2830516667
10,19:05:20,20,23.56434,87.2830516667
37,19:05:31,21,23.56434,87.28305
12,19:06:09,22,23.5643416667,87.28305
38,19:06:22,23,23.5643416667,87.2830483333
53,19:07:02,24,23.5643433333,87.2830466667
39,19:07:56,25,23.564345,87.2830466667
11,19:08:47,26,23.5643683333,87.282965
4,19:08:59,27,23.56437,87.282965
48,19:09:04,28,23.56437,87.2829633333
25,19:09:53,29,23.56437,87.2829616667
20,19:10:19,30,23.56437,87.28296
20,19:10:40,31,23.5643716667,87.28296
62,19:11:01,32,23.5643716667,87.2829583333
41,19:12:04,33,23.5643716667,87.2829566667
34,19:12:46,34,23.5643733333,87.2829566667
84,19:13:21,35,23.5643733333,87.282955
74,19:14:46,36,23.5643733333,87.2829533333
22,19:16:01,37,23.5643733333,87.2829516667
72,19:16:24,38,23.564375,87.2829516667
65,19:17:39,39,23.5643766667,87.28295
58,19:18:47,40,23.5643783333,87.2829483333
69,19:20:04,41,23.5643516667,87.2828466667
10,19:21:14,42,23.5643516667,87.282845
7,19:22:10,43,23.5644116667,87.2825216667
10,19:22:47,44,23.5645166667,87.2823633333
17,19:22:58,45,23.5645166667,87.2823616667
16,19:23:16,46,23.5645166667,87.2823633333
7,19:27:40,47,23.5736433333,87.276505
2,19:28:41,48,23.5765183333,87.27488
2,19:29:37,49,23.5796233333,87.2734766667
5,19:30:09,50,23.58056,87.2740133333
12,19:31:10,51,23.5823266667,87.2760266667
5,19:31:24,52,23.5823266667,87.2760266667
15,19:31:32,53,23.582325,87.2760183333
2,19:31:48,54,23.5823266667,87.2760183333
2,19:31:51,55,23.5823266667,87.2760166667
2,19:31:55,56,23.5823266667,87.2760166667
6,19:31:59,57,23.5823283333,87.2760183333
2,19:32:08,58,23.5823266667,87.2760183333
6,19:32:11,59,23.5823266667,87.2760166667
4,19:32:18,60,23.5823266667,87.2760183333
2,19:32:26,61,23.5823133333,87.2760283333
3,19:33:59,62,23.5802766667,87.279485
4,19:37:02,63,23.5829416667,87.2834516667
3,19:39:03,64,23.5888016667,87.2820083333
2,19:39:49,65,23.59059,87.2837866667
21,19:40:14,66,23.5907066667,87.28448
13,19:40:37,67,23.5907066667,87.28448
3,19:42:25,68,23.5864116667,87.287585
7,19:44:18,69,23.58002,87.2874866667
19,19:48:40,70,23.5741183333,87.299215
9,19:49:03,71,23.5741183333,87.2992166667
8,19:49:13,72,23.5741183333,87.2992183333
3,19:49:22,73,23.5741183333,87.2992166667
6,19:51:17,74,23.5721383333,87.3025566667
2,19:51:25,75,23.5721383333,87.3025566667
2,19:51:28,76,23.5721383333,87.302555
35,19:51:31,77,23.5721383333,87.3025566667
6,19:52:27,78,23.5715533333,87.3025233333
4,19:55:14,79,23.5652066667,87.2988183333
6,19:55:32,80,23.5648316667,87.2988183333
3,19:56:18,81,23.5626216667,87.298785
22,19:57:37,82,23.559365,87.29881
3,20:07:33,83,23.5433283333,87.301185
13,20:13:11,84,23.5357666667,87.2977933333
13,20:13:25,85,23.5357666667,87.297795
205,20:13:39,86,23.535765,87.297795
9,20:17:05,87,23.535765,87.2977966667
6,20:17:57,88,23.5357216667,87.2979
4,20:18:10,89,23.535715,87.2979083333
2,20:18:19,90,23.5357116667,87.297915
44,20:18:27,91,23.5357033333,87.2979266667
9,20:22:13,92,23.5281883333,87.3111766667
9,20:22:23,93,23.5281816667,87.3111766667
5,20:23:21,94,23.527125,87.311175
3,20:28:31,95,23.5036616667,87.3077566667
4,20:28:35,96,23.5036616667,87.3077583333
9,20:32:56,97,23.4946366667,87.317195
6,20:33:07,98,23.4946366667,87.317195
7,20:33:14,99,23.494635,87.317195
2,20:33:22,100,23.4946366667,87.317195
105,20:33:25,101,23.494635,87.317195
5,20:35:11,102,23.4946333333,87.317195
27,20:35:17,103,23.494635,87.317195
8,20:35:45,104,23.4946333333,87.317195
2,20:35:54,105,23.4946333333,87.3171966667
3,20:36:01,106,23.49463,87.3172033333
3,20:36:50,107,23.4945666667,87.317195
4,20:36:54,108,23.494565,87.317195
2,20:36:59,109,23.494565,87.3171933333
3,20:37:09,110,23.49456,87.317185
3,20:37:13,111,23.49456,87.3171833333
3,20:37:17,112,23.4945583333,87.3171833333
70,20:37:22,113,23.49456,87.317185
106,20:38:33,114,23.49456,87.3171833333
74,20:40:20,115,23.4945583333,87.3171833333
10,20:41:53,116,23.4945033333,87.3171533333
2,20:42:05,117,23.4945033333,87.3171516667
3,20:42:25,118,23.49441,87.3171333333
3,20:42:29,119,23.49441,87.3171316667
49,20:42:33,120,23.49441,87.3171333333
6,20:43:23,121,23.4944083333,87.3171333333
6,20:43:44,122,23.494335,87.3171466667
24,20:43:51,123,23.4943333333,87.3171466667
