Group ID,Consecutive Group Distance(mts),Wait time,Farthest distance(mts),Group length,Group(Wait time,Latitude,Longitude)
1,		-1.0,		1826,		68.2,		48,		['122,23.5643683333,87.28298', '54,23.5643566667,87.2830016667', '126,23.5643816667,87.2829766667', '67,23.56438,87.2829766667', '2,23.5643783333,87.2829766667', '56,23.5643783333,87.2829783333', '64,23.5643766667,87.2829783333', '38,23.564375,87.2829783333', '31,23.5643733333,87.2829783333', '51,23.5643716667,87.2829783333', '4,23.56437,87.2829783333', '4,23.56437,87.28298', '26,23.56437,87.2829783333', '12,23.56437,87.28298', '78,23.5643666667,87.28298', '29,23.564365,87.28298', '58,23.564365,87.2829816667', '41,23.564365,87.2829833333', '16,23.564365,87.2829833333', '28,23.5643633333,87.2829833333', '74,23.5643633333,87.282985', '76,23.5643616667,87.282985', '21,23.56436,87.282985', '9,23.56436,87.2829866667', '4,23.56436,87.282985', '2,23.56436,87.2829083333', '167,23.56436,87.2829066667', '75,23.5643616667,87.2829066667', '16,23.56436,87.282905', '74,23.56436,87.2829066667', '45,23.56436,87.282905', '17,23.5643216667,87.2828483333', '7,23.5643216667,87.2828466667', '7,23.56432,87.282845', '12,23.564325,87.2828533333', '14,23.564325,87.2828516667', '20,23.5643233333,87.2828516667', '29,23.5643233333,87.28285', '43,23.5643233333,87.2828483333', '29,23.5643233333,87.2828466667', '51,23.5643233333,87.282845', '25,23.5643233333,87.2828433333', '7,23.5643216667,87.2828416667', '43,23.5645066667,87.2823533333', '2,23.5645083333,87.2823533333', '2,23.56451,87.282355', '39,23.5645966667,87.2824816667', '9,23.5645966667,87.2824833333']
2,		929.83,		4,		0.0,		1,		['4,23.5720866667,87.2784266667']
3,		1166.24,		56,		0.2,		2,		['49,23.58234,87.2760183333', '7,23.5823416667,87.2760183333']
4,		936.53,		10,		0.4,		4,		['3,23.5887666667,87.2819583333', '2,23.588765,87.2819583333', '2,23.5887666667,87.2819583333', '3,23.5887683333,87.2819583333']
5,		1125.44,		8,		0.0,		1,		['8,23.5800083333,87.2874933333']
6,		422.67,		18,		0.0,		1,		['18,23.579285,87.291565']
7,		582.54,		3,		0.0,		1,		['3,23.574055,87.2918983333']
8,		1110.42,		129,		2.3,		6,		['76,23.5721483333,87.3025933333', '45,23.5721633333,87.3025916667', '2,23.5721633333,87.3026', '2,23.572145,87.3026016667', '2,23.5721466667,87.3026033333', '2,23.5721466667,87.3026016667']
9,		1388.77,		49,		0.0,		1,		['49,23.5601583333,87.2987783333']
10,		576.36,		3,		0.0,		1,		['3,23.554975,87.29878']
11,		1462.73,		177,		1.6,		7,		['110,23.5465383333,87.30979', '42,23.5465383333,87.3097916667', '2,23.54654,87.3097966667', '3,23.5465416667,87.3098', '2,23.5465416667,87.3097983333', '3,23.5465483333,87.3097966667', '15,23.5465516667,87.3097883333']
12,		1658.54,		7,		0.0,		1,		['7,23.537585,87.2967866667']
13,		1853.22,		48,		0.0,		1,		['48,23.5273716667,87.3111516667']
14,		3046.44,		2,		0.0,		1,		['2,23.5003933333,87.3059466667']
15,		1316.25,		181,		38.6,		10,		['53,23.4946116667,87.31721', '7,23.4946116667,87.3172083333', '6,23.4946116667,87.31721', '30,23.4945933333,87.317195', '2,23.4945216667,87.3171533333', '5,23.494435,87.3171083333', '52,23.494435,87.3171066667', '19,23.494435,87.317105', '2,23.4942816667,87.3170916667', '5,23.4942833333,87.3170933333']
