Group ID,Consecutive Group Distance(mts),Wait time,Farthest distance(mts),Group length,Group(Wait time,Latitude,Longitude)
1,		-1.0,		1348,		61.0,		39,		['256,23.5643283333,87.2830016667', '8,23.5643283333,87.2830033333', '89,23.56433,87.2830033333', '23,23.5643316667,87.2830016667', '51,23.5643333333,87.2830016667', '38,23.564335,87.2830016667', '20,23.5643366667,87.2830016667', '3,23.5643366667,87.283', '3,23.5643566667,87.2829416667', '15,23.5643583333,87.28294', '3,23.5643583333,87.2829383333', '38,23.56436,87.2829383333', '22,23.5643616667,87.2829383333', '39,23.5643616667,87.2829366667', '21,23.5643633333,87.2829366667', '60,23.564365,87.2829366667', '15,23.5643666667,87.2829366667', '16,23.5643666667,87.282935', '84,23.5643666667,87.2829366667', '6,23.5643666667,87.282935', '71,23.5643683333,87.282935', '26,23.56437,87.282935', '45,23.5643683333,87.282935', '16,23.5643683333,87.2829333333', '32,23.56437,87.2829333333', '50,23.56437,87.2829316667', '5,23.5643716667,87.2829316667', '46,23.5643716667,87.28293', '19,23.5643716667,87.2829283333', '89,23.5643733333,87.2829283333', '18,23.5643733333,87.2829266667', '15,23.564375,87.2829266667', '77,23.5643766667,87.2829266667', '8,23.5643783333,87.2829266667', '3,23.5643783333,87.282925', '3,23.5643733333,87.2828766667', '2,23.5644116667,87.2824783333', '10,23.56443,87.2824616667', '3,23.564625,87.2825']
2,		930.75,		6,		0.0,		1,		['6,23.5721166667,87.2784266667']
3,		261.26,		6,		0.0,		1,		['6,23.5736683333,87.2765016667']
4,		729.67,		14,		0.2,		3,		['8,23.5796166667,87.2734783333', '4,23.5796166667,87.27348', '2,23.5796166667,87.2734783333']
5,		395.34,		25,		0.1,		4,		['15,23.5822933333,87.2760316667', '4,23.5822933333,87.2760333333', '3,23.5822933333,87.2760316667', '3,23.5822933333,87.2760333333']
6,		415.62,		7,		0.0,		1,		['7,23.5802783333,87.2794683333']
7,		476.21,		7,		0.0,		1,		['7,23.582745,87.2832883333']
8,		682.67,		2,		0.0,		1,		['2,23.5887683333,87.2819916667']
9,		1113.57,		25,		0.0,		1,		['25,23.580105,87.2874733333']
10,		425.02,		4,		0.2,		2,		['2,23.57935,87.2915616667', '2,23.57935,87.29156']
11,		502.12,		4,		0.4,		2,		['2,23.574835,87.291475', '2,23.5748366667,87.2914783333']
12,		793.02,		19,		0.0,		1,		['19,23.5741033333,87.2992183333']
13,		406.88,		106,		0.3,		5,		['32,23.5721366667,87.302585', '3,23.5721383333,87.302585', '29,23.5721366667,87.302585', '12,23.5721383333,87.302585', '30,23.5721383333,87.3025833333']
14,		1405.99,		6,		0.2,		2,		['3,23.5599866667,87.29877', '3,23.5599883333,87.29877']
15,		2044.16,		2,		0.0,		1,		['2,23.5427283333,87.3056733333']
16,		421.59,		4,		0.0,		1,		['4,23.5446683333,87.30212']
17,		1154.93,		6,		1.2,		2,		['4,23.536045,87.295805', '2,23.536055,87.29581']
18,		185.86,		276,		75.7,		17,		['102,23.53577,87.2976033333', '5,23.535735,87.2975216667', '5,23.5357366667,87.2975266667', '10,23.5357366667,87.29753', '3,23.5357383333,87.29753', '42,23.5357383333,87.2975316667', '4,23.5357366667,87.2975316667', '18,23.53577,87.2976016667', '2,23.5357733333,87.2976083333', '24,23.5357766667,87.2976133333', '4,23.535775,87.2976133333', '3,23.5357766667,87.2976133333', '16,23.5357766667,87.297615', '3,23.5357916667,87.2977266667', '4,23.5357883333,87.2977666667', '25,23.5357883333,87.2977683333', '6,23.5355733333,87.2982433333']
19,		1555.01,		8,		0.0,		1,		['4,23.5281866667,87.311195']
20,		109.37,		57,		0.0,		1,		['57,23.5272033333,87.31117']
21,		2647.32,		2,		0.0,		1,		['2,23.50361,87.3076916667']
22,		406.39,		9,		0.0,		2,		['6,23.5003116667,87.305975', '3,23.5003116667,87.305975']
23,		1305.99,		565,		42.1,		25,		['95,23.49461,87.3171716667', '27,23.4946116667,87.3171733333', '8,23.49461,87.3171733333', '62,23.49461,87.31717', '19,23.4946083333,87.31717', '88,23.4946083333,87.3171716667', '82,23.4946066667,87.3171716667', '6,23.4945416667,87.3171783333', '23,23.494535,87.3171783333', '5,23.494535,87.3171766667', '31,23.494535,87.3171783333', '7,23.494535,87.3171766667', '3,23.4945333333,87.3171766667', '2,23.4945066667,87.317155', '7,23.4945066667,87.3171566667', '7,23.494505,87.317155', '23,23.494505,87.3171533333', '8,23.494435,87.3171033333', '2,23.4944333333,87.3171033333', '10,23.4944316667,87.3171033333', '3,23.4943366667,87.31711', '20,23.494335,87.31711', '2,23.4942416667,87.3171016667', '15,23.49424,87.3171033333', '10,23.4942383333,87.3171033333']
