Waiting time,BusStop Number,Latitude,Longitude
11,07:33:49,1,23.5466316667,87.3098183333
2,07:38:21,2,23.555525,87.2985483333
10,07:39:30,3,23.5599916667,87.29866
11,07:43:20,4,23.5719883333,87.3025266667
13,07:43:32,5,23.57199,87.3025266667
38,07:43:46,6,23.57199,87.3025283333
3,07:46:29,7,23.5740116667,87.2986283333
8,07:51:16,8,23.58003,87.28743
17,07:54:25,9,23.5906466667,87.2844733333
26,07:55:42,10,23.5887766667,87.2820316667
2,07:59:34,11,23.57859,87.2824416667
6,08:00:38,12,23.5803,87.2794233333
22,08:00:46,13,23.5803,87.2794233333
48,08:02:13,14,23.5821266667,87.2760883333
36,08:03:02,15,23.5821266667,87.27609
44,08:03:39,16,23.582125,87.27609
8,08:05:45,17,23.57949,87.2735633333
10,08:07:29,18,23.573725,87.276575
11,08:12:22,19,23.5642416667,87.28313
3,08:12:46,20,23.5642666667,87.283095
5,08:12:50,21,23.5642683333,87.283095
3,08:12:56,22,23.5642666667,87.283095
7,08:13:00,23,23.5642683333,87.283095
3,08:13:08,24,23.5642666667,87.283095
33,08:13:12,25,23.5642683333,87.283095
30,08:13:46,26,23.5642666667,87.283095
113,08:14:17,27,23.5642683333,87.283095
70,08:16:11,28,23.56427,87.283095
56,08:17:37,29,23.5643116667,87.283035
15,08:18:34,30,23.5643133333,87.283035
4,08:18:50,31,23.5643133333,87.2830366667
23,08:18:55,32,23.5643116667,87.2830366667
63,08:19:19,33,23.5643133333,87.2830366667
41,08:20:23,34,23.564315,87.2830366667
4,08:21:19,35,23.5643283333,87.282935
5,08:21:24,36,23.5643283333,87.2829366667
27,08:21:30,37,23.5643283333,87.282935
19,08:21:58,38,23.5643283333,87.2829366667
71,08:22:18,39,23.5643283333,87.282935
133,08:23:30,40,23.56433,87.282935
18,08:25:44,41,23.5643283333,87.282935
10,08:26:03,42,23.56433,87.282935
78,08:26:14,43,23.5643283333,87.282935
149,08:27:33,44,23.5643283333,87.2829366667
26,08:30:03,45,23.5643266667,87.2829366667
88,08:30:30,46,23.5643266667,87.282935
14,08:31:59,47,23.564325,87.282935
3,08:32:14,48,23.564325,87.2829333333
55,08:32:18,49,23.5643266667,87.2829333333
24,08:33:25,50,23.5642933333,87.28288
28,08:33:50,51,23.564295,87.28288
6,08:38:31,52,23.5722433333,87.2813516667
5,08:40:15,53,23.5736633333,87.2765066667
26,08:42:00,54,23.579585,87.2735016667
36,08:43:57,55,23.5822816667,87.2760566667
7,08:45:28,56,23.5802566667,87.2794716667
5,08:46:27,57,23.57863,87.2827216667
21,08:49:40,58,23.5887916667,87.2820116667
5,08:50:48,59,23.5905416667,87.28463
3,08:51:58,60,23.5863733333,87.28758
10,08:53:33,61,23.5800666667,87.28747
4,08:54:53,62,23.579295,87.291565
10,08:56:07,63,23.5749983333,87.2914766667
7,08:57:40,64,23.5741716667,87.2956983333
79,08:58:43,65,23.57411,87.2992216667
3,09:01:10,66,23.574195,87.30253
49,09:01:55,67,23.5722583333,87.3026016667
7,09:02:45,68,23.5722533333,87.3026
2,09:03:55,69,23.5678533333,87.3023783333
4,09:05:30,70,23.564955,87.2988533333
7,09:06:54,71,23.560025,87.2987883333
3,09:08:48,72,23.5512583333,87.2966066667
12,09:12:16,73,23.5466233333,87.3099133333
6,09:12:36,74,23.5465616667,87.3098683333
6,09:13:21,75,23.5443783333,87.3082816667
2,09:14:11,76,23.5424183333,87.3069566667
14,09:15:46,77,23.54464,87.3021116667
14,09:16:44,78,23.5428083333,87.3008383333
15,09:18:02,79,23.5405183333,87.2992916667
43,09:19:47,80,23.537525,87.2967266667
42,09:22:10,81,23.53574,87.2976083333
4,09:23:09,82,23.535765,87.297715
6,09:23:14,83,23.535765,87.2977133333
41,09:23:21,84,23.535765,87.297715
46,09:24:03,85,23.535765,87.2977166667
3,09:25:02,86,23.5357683333,87.2977666667
20,09:25:06,87,23.5357683333,87.2977683333
6,09:28:18,88,23.5333783333,87.3064916667
12,09:29:51,89,23.52818,87.3111633333
2,09:30:38,90,23.52642,87.3111866667
2,09:30:41,91,23.52642,87.311185
296,09:39:53,92,23.4946016667,87.3171966667
20,09:44:55,93,23.4945883333,87.3172033333
22,09:45:38,94,23.4945333333,87.3171983333
25,09:46:01,95,23.4945333333,87.3172
4,09:46:44,96,23.49449,87.31716
3,09:46:49,97,23.4944883333,87.31716
8,09:46:53,98,23.49449,87.31716
2,09:47:26,99,23.4944316667,87.31713
9,09:47:31,100,23.4944333333,87.3171316667
27,09:47:41,101,23.4944333333,87.31713
5,09:48:19,102,23.4944233333,87.3171283333
2,09:48:25,103,23.4944216667,87.3171283333
16,09:48:28,104,23.4944216667,87.3171266667
3,09:48:51,105,23.4943966667,87.317125
2,09:48:55,106,23.4943966667,87.3171266667
6,09:48:58,107,23.4943966667,87.317125
45,09:49:05,108,23.494395,87.317125
8,09:50:16,109,23.4942666667,87.317135
5,09:50:35,110,23.4942183333,87.317115
