Waiting time,BusStop Number,Latitude,Longitude
6,10:52:14,1,23.5643166667,87.282935
25,10:52:21,2,23.564315,87.282935
49,10:52:47,3,23.5643166667,87.282935
6,10:53:38,4,23.5643183333,87.2829333333
21,10:53:45,5,23.5643166667,87.2829333333
33,10:54:10,6,23.5643116667,87.2829416667
53,10:54:44,7,23.5643133333,87.2829416667
16,10:55:38,8,23.5643133333,87.28294
46,10:55:55,9,23.564315,87.28294
60,10:56:42,10,23.5643166667,87.28294
109,10:57:43,11,23.5643183333,87.28294
19,10:59:33,12,23.5643183333,87.2829383333
16,10:59:53,13,23.56432,87.2829383333
4,11:00:10,14,23.56432,87.28294
135,11:00:15,15,23.56432,87.2829383333
33,11:02:31,16,23.5643216667,87.2829383333
20,11:03:05,17,23.5643233333,87.2829383333
6,11:03:26,18,23.564325,87.2829383333
53,11:03:33,19,23.564325,87.2829366667
3,11:04:27,20,23.5643266667,87.2829366667
7,11:04:31,21,23.5643266667,87.282935
114,11:04:39,22,23.5643266667,87.2829366667
109,11:06:34,23,23.5643283333,87.2829366667
15,11:08:24,24,23.56433,87.2829366667
27,11:08:40,25,23.56433,87.2829383333
2,11:09:08,26,23.56433,87.2829366667
23,11:09:11,27,23.56433,87.2829383333
44,11:09:35,28,23.56433,87.2829366667
35,11:10:20,29,23.5643316667,87.2829366667
65,11:10:56,30,23.5643316667,87.2829383333
23,11:12:02,31,23.56433,87.2829383333
2,11:12:40,32,23.5642666667,87.2828516667
4,11:12:43,33,23.564265,87.2828516667
2,11:13:16,34,23.5642683333,87.2825966667
18,11:13:29,35,23.5643283333,87.282505
13,11:17:55,36,23.5720666667,87.27841
13,11:19:10,37,23.5736433333,87.276505
3,11:20:16,38,23.5765366667,87.27486
15,11:21:11,39,23.5795816667,87.2734733333
58,11:22:41,40,23.5822766667,87.27603
5,11:24:38,41,23.58024,87.2794433333
6,11:25:36,42,23.5786016667,87.28271
2,11:28:57,43,23.5887516667,87.282
36,11:29:00,44,23.58875,87.282
6,11:31:34,45,23.5863433333,87.2875983333
10,11:33:02,46,23.5800266667,87.287525
9,11:34:18,47,23.579795,87.2915666667
11,11:35:17,48,23.5761066667,87.291505
103,11:37:39,49,23.5740533333,87.29923
62,11:41:26,50,23.5722166667,87.3026283333
2,11:42:34,51,23.5721766667,87.3025833333
2,11:44:25,52,23.5681866667,87.2988883333
17,11:44:28,53,23.568185,87.2988883333
29,11:46:36,54,23.560045,87.2988583333
10,11:49:08,55,23.5521,87.2970166667
6,11:50:36,56,23.548705,87.30088
84,11:53:17,57,23.5465916667,87.3099133333
2,11:56:10,58,23.5424566667,87.30705
18,11:56:13,59,23.5424566667,87.3070483333
4,11:57:29,60,23.5433633333,87.3046516667
7,11:58:26,61,23.54462,87.3021383333
9,11:59:34,62,23.541745,87.3002066667
6,12:00:23,63,23.5404416667,87.2993516667
13,12:02:11,64,23.5375333333,87.2968416667
63,12:04:05,65,23.5357016667,87.297425
25,12:05:09,66,23.5357033333,87.29743
12,12:05:39,67,23.5357083333,87.2974566667
24,12:05:52,68,23.53571,87.2974633333
92,12:06:21,69,23.535715,87.29748
13,12:07:54,70,23.535715,87.2974816667
3,12:08:08,71,23.535715,87.2974833333
47,12:08:48,72,23.5353716667,87.2985283333
3,12:12:53,73,23.5281733333,87.311165
40,12:13:23,74,23.5271916667,87.311195
2,12:15:31,75,23.5193633333,87.3112716667
2,12:18:35,76,23.5035916667,87.3077733333
2,12:18:38,77,23.5035933333,87.3077733333
14,12:18:41,78,23.503585,87.3077683333
3,12:19:56,79,23.500355,87.306045
224,12:22:41,80,23.4946016667,87.3171616667
7,12:26:28,81,23.49459,87.3171583333
9,12:26:36,82,23.4945866667,87.317155
15,12:26:48,83,23.4945866667,87.3171566667
12,12:27:09,84,23.49457,87.3171583333
10,12:27:22,85,23.4945683333,87.3171583333
4,12:27:53,86,23.4944733333,87.3171633333
3,12:27:58,87,23.4944733333,87.3171616667
10,12:28:02,88,23.4944733333,87.3171633333
12,12:28:31,89,23.4943966667,87.317175
40,12:28:44,90,23.494395,87.317175
5,12:29:31,91,23.4943733333,87.3171733333
